Season,Time,Content,Sentiment
Yaz,Öğlen,özelleştirmenin bir şirkete her zaman olumlu yönde etki etmediğinin güzide örneklerinden bir tanesidir kime sattığın da önemli,
Yaz,Sabah,kopuk bir kabloyu 37 günde bağlamaktan aciz telekomünikasyon kurumu dandik bir kabloyu bağlayamadığı için bütün mahalleye fiber altyapı getiriyorlar amk ayrıca 800 hanelik bir site ve etrafında irili ufaklı yaklaşık 20 tane siteden oluşan bir mahalleye bu zamana kadar fiber altyapı getirmemiş olması ayrıca komikedit yani adamlar ben istediğim adama istediğim zaman istediğim kadar hizmet veririm istersem hiç vermem diyor bkz çünkü eşeğin zikinden dolayıbkz vermicem vermicem,
Yaz,Sabah,bir gün önce kendileri aracılığıyla evime internet bağlattığım kurum bundan önceki aboneliğim sorunsuzdu darısı bunun başına,
Yaz,Öğlen,hırsız arsız uğursuz kanserojen madde,
Yaz,Akşam,adsl naklimi tam tamına bir aydır yapamayan sistemsel sorun diye ne idüğü belirsiz bir sebep uyduran güya telekominikasyon devi oysa ben bunların nakli beceremeyeceğini öngörüp iptal edip gittiğim yerden alırım nasılsa demiştim iptal için başvurdum bir bayan aradı dakikada yaklaşık 500100 kelime arası ötebilen biriydi bu iptal etmeyin ne gereği var aynı şartlarla alırız dedi size kampanya tanımlayalım dedi iyi dedim  o günden beri bekliyorum bana haftada 35 kez mesaj atıp ilgileniyoruz diyorlar ara sıra canım sıkılınca arıyorum olaydan bi haber kameraların nerde olduğunu merak eden şaşkın kızlar eee birimlerimiz ilgileniyor teknik bir sorun var sistemsel bir sorun var diye kıvranıyor öyle geçinip gidiyoruz hattımın kendi kendine iptal olmasını bekliyorum sistemsel işte anladın sen onu,
Yaz,Öğlen,sehrin göbeği sayilacak bir yerde yasiyorum  adapazari yeni camiye 5 dk yurume mesafesi  aylardir internet baglasinlar diye bekliyorum neymis alt yapi seymis bina kutusu bilmem neymisihale lazimmis vs cart curt baska sekilde internet almak istedik kime gittiysek zaten bu alt yapıyı kullanıyormus desem ki dag basi adamlar hakli gelip halledemezler sorunu ama sehrin göbegi ya ınsaf daha kac ay bekleyecegim ben boyle,
Yaz,Öğlen,45g reklamında simit yiyen abilerin öne çıktığı kuruluş,
Sonbahar,Sabah,ankaranın çoğu yerinde fiber hizmet vermeyen bir kurum 8 mbit ücreti alıp 3 mbit internet hizmeti sunup altyapı yenilenmesi isteyince olumsuz yanıt verince beni dumura uğratmış firmadır madem altyapı yenilemesi falan yapmıyorsunuz bana verebildiğiniz hız kadar ücret alın milletin akkye girdiği hızı ben bütün ay kullanıyorum,
Sonbahar,Öğlen,24 ay taksitle cep telefonu kampanyaları varmış galaxy grand max  samsung galaxy s6 samsung galaxy s6 edge samsung galaxy a5 lg g3 lg g4 ve lenovo s90 modelleri veriyorlar yanında herhangi bir paket yok düz telefongalaxy s6 edge 3744 liraya geliyor hepsiburada 2599 liraya satıyorlar sadece taksitli diye bu kadar fazla vade farkı almanın da vermenin de manası yok,
Sonbahar,Akşam,16 mbit hızı vaat eden ancak tam anlamıyla veremeyen internet sağlayıcısı komşum ile aynı internet paketini kullanıyoruz onlarda 1mbs hız varken bizde 870kbs hız var geçen hafta 800 dü aradığımda 870 yaptılar şimdi bir daha arayacam bakalım o 1mb hızı görecem arkadaş,
Sonbahar,Öğlen,burokrasinin en yavas isledigi sirketlerden birisidir altyapi hizmeti verdigi firmalari hic umursamaz soyle ki 3 gun once fixnete gecis yaptim fixnet altyapiyi telekomdan toptan alip dagitimini saglayan bir firma 35 mbitlik vdsl icin basvurum kabul edildi ve internetim acildi ancak dun oglen saatlerinde arayan telekom ariza ekibi hattimin vdsli desteklemedigini soyleyip internet baglantimi kesti kafasina gore bana haber vermeden ben fixneti arayip durumu anlattim ve onlar da telekomla iletisime gectiler durumu anlattilar ancam ariza ekibi bir turlu gidip o baglantiyi kuramadiyapilmasi gereken islem suymus telekom ekibi gidip adsl portu cikartip vdsle baglayacak ve profilimi guncelleyecek hat sahibi fixnet sadece ariza destegini telekom sagliyor hattimin desteklemedigini iddia eden telekom adsl portunu da cikartip beni internetsiz birakiyor kendilerini arayip durumu anlatiyorum ama hizmeti fixnetten aldigimi soyleyip onlari aramami soyluyor fixnet telekoma is bilmez basit bir firma diye suclamalarda bulunuyor ve hattimin vdsli tamamen destekledigini hattin saglikli oldugunu ancak is bilmezliklerinden dolayi telekomun hattimi vdsle gecirmedigini soyluyor fixnetin soyledigine gore telekom ekiplerine vdsle bagla dendiginde baglamakla yukumlulermis eger hat desteklemezse zaten calismazmis kafalarina gore portu acik birakma haklari yokmus fixnet haklarimi yasal yollardan da arayacakmis vesairekisacasi 3 gundur internetim yok telekom ekibi gidip o interneti baglamiyor inatla desteklemedigini iddia ediyor ancak hat uzerinden soz sahibi degiller aslinda cunku hatti satmislar tek yapmalari gereken gidip baglamak calismazsa fixnetle benim problemim kendi sorumluluklari sadece hatti baglamak ama yapmiyorlarsikayet vara yazdim saat basi arayip yardim bekliyorum ama ne fayda magdurum lan para odedigim interneti buyuk ihtimalle baska sirketten aldigim icin baglamiyorlar yardimlara acigim sozluk,
Sonbahar,Akşam,3 aydır yeni taşındığım eve altyapı çeksin diye beklediğim kurum,
Sonbahar,Sabah,az önce saha elemanı bana yalan söylemediyse çalışanları greve başlamış hat taşıma talebimi aylardır yerine getirmemişlerdi bugün gelip bağlantı yapacak adam da grevdeyiz abi dedi vay amk,
Sonbahar,Akşam,sanırım türkiye topraklarında yaşayıp mağduru olmayanın olmadığı kurumherşey nakil talebimizle başladı gelen arkadaşlar biz evde yokuz diye nakil işlemini yapmadı ve nakil gerçekleşti diyerek giriş yaptı sisteme evetolayın pik yaptığı nokta ise call center tarafından bana 1730a teknik servis randevusu vermesi arından arayan teknik servisin ohooo ben o saatte gelemem demesi ve gelmemesi ileriki günlerde söz konusu firmayı nerelere şikayet edebilirim tüm tavsiyeler açığım,
Sonbahar,Sabah,türktelekom ya da ttnette çalışan veya altyapı yenilemesi hakkında bilgisi olan değerli suserları özele bekliyorum yardımcı olacak arkadaşlara şimdiden teşekkürler,
Sonbahar,Öğlen,türkiyenin telekominikasyon sistemini oluşturan kurum,
Sonbahar,Öğlen,bünyesindeki servis sağlayıcılar   ile sosyal iletişim ağlarına yavaşlatma veya engelleme uygulayan iletişim operatörü türkcell ile girebildiğim uygulamalara kullandığım servis sağlayıcılarından sadece vpn aracılığı ile ulaşabiliyorum,
Sonbahar,Öğlen,yıl yakında olacak 2016 45g internet sınırsız iletişim fibernet süper altyapı vs lansmanların arkasında şöyle bir durumdayımistanbulun göbeğinde oturuyorum sur içi ve 2 aydan fazla evime adsl bağlatamıyorumttnet ve superoline başvurusu yaptım ikisi de bulunduğunuz yerde boş port yok şeklinde dönüş yaptı 23 hafta sonra turk telekom ile görüşün deniliyor başka işim yokmuş gibi hala bir dönüş olmadı evet istanbulun göbeğinde internete giremiyorum gerçekler bu kadar acı boş lafları geçin,
Sonbahar,Sabah,digiturkten hallice hükümet aygıtı tüm erişim sıkıntılarından haberleri olmakla birlikte tek düzgün açıklama yapmazlarbir tane teknoloji uzmanının bunlardan hesap soran bir blog yazısı yazmamış olmasıysa ayrı bir komedimalum belki iki reklamında oynar yollarını bulurlar,
Sonbahar,Öğlen,bayiileri aracılığı ile vermedikleri bilgisayarı verdi gösterip 24 ay takdide bağlayanböyle olmadığını söylediğinizde yapacak hiç bir şeylerinin olmadığını bayii nin beyanatını esas aldıklarını söylemekte bir sakınca görmüyorlar,
Sonbahar,Öğlen,çok değerli bir firmadır zira bize 2015 yılında 1985 yılını yaşatmaktarak tarihten esintiler sunmaktadır başka bir servis sağlayıcıdan almaya başladığım hizmet sonra nakil işlemini bir türlü yapmamakta direniyorlar ya da 45 günde bir kabloyu çekmekten bir hayli acizler,
Sonbahar,Gece,öğretmenler günü ayağına yapmacıklıkta son mertebeye ulaşan firmamsı türktelekom öğretmenler günü için mesaj yayınlamasa aboneliğini iptal ettirecek bir tane insan evladı yok efendi gibi taahhüdümüzü verdik her ay düzenli kazık yiyoruz işte girmeyin böyle işlere razıyız biz kazıklanmaya,
Sonbahar,Öğlen,binaya şebeke çekilmesi için turktelekom ile iletişime geçiniz diyen müşteri hizmetleri çalışanları olan firma durum bu kadar vahim,
Sonbahar,Öğlen,şu zamana kadar uğraştığım en rezil şirkettirkimi kime şikayet edeceğimi şaşırdımtelefon açtırma başvurusuna iki gündür randevu verip saat vermeyenrandevu gününde gelmeyen aptal firmayok mu bunun bir alternatifi,
Sonbahar,Öğlen,binbir numara ile benden limitsiz 3 aylık internet kullanımı için 400tl tahsil etmiş şirkettir halen geri almaya çalışyorum,
Sonbahar,Akşam,ne kadar boş beleş ciddiyetsiz devlet kurumundan daha fena bir mantaliteyle çalıştığına aylardır şahit olduğum kurum yeni taşındığım bina inşaattan yeni çıktığımdan dolayı 5 aydır telefon hattı bekliyor yapılması gereken sokak başında yer alan hattan apatmana 50100 metrelik kablo çekerek altyapı sağlamak ama bu basit işlem türktelekım tarafından redmen mücadeleye çevrildi ilk başta muhattap bulunamadı sonra muhattap kişi yeterince talep yok gidin diğer ev sahiplerini talepte bulunmaya zorlayın bağlayalım dendi sonra karar aşamasında oldu btk üzerinden defalarca yaptığım şikayetlere beni ttnete yonlendirme çözümünden başka yanıtı olmadı neredeyse ahbap olduğum türktelekom teknik elemanlarının çabalarından bişey hala çıkmadı vb kısacası apartmana telefon hattının çekilebilmesi için hertürlü kanala başvurdum fakat hala sonuç yok hizmet yok allah kimseyi türktelekoma mecbur bırakmasın,
Sonbahar,Akşam,bu şirkette iş yaptırabilmek için ya çok taşaklı bir müşteri olacaksınız veya içeriden torpil bulacaksınız işyerine fiber çektirmeye kalktık baştan yok dendi komşu fabrika kullanıyor dedik başvuru yapın değerlendirelim dediler başvuru yaptık bir ay bizi cevap için sallayıp üç ay sonraya gün verdiler en sonunda dayanamadım aradım taradım buldum içeriden torpil bir hafta sonra hizmeti kullanmaya başladık hatta torpil yapan dayı bize kıyak geçip liste fiyatından yüzde 20 indirim de yaptı sözün özü kurumsal bir müşteriyseniz ve işiniz türk telekoma düşerse allah kolaylık versin,
Kış,Sabah,175 yılını kutluyormuş,
Kış,Öğlen,yeni kanpanyası vefalı müşterilerimize ev sigortası kampanyasına sakın aldanmayın sizi arayıp kesinlikle ücretsiz diyorlar ev telefonunuzu kapatmak isteyince ev sigortası yaptırmışsınız 150 lira farura çıkıyor ödemeden kapayamazsınız diyorlar,
Kış,Sabah,galiba tüm istanbul çıkışlı hatlarında yüksek ping sorunu başlamış servis sağlayıcı eğer sizde de böyle bir sorun varsa ve telekom altyapısı kullanan bir servis sağlayıcısı kullanıyorsanız çıkışınızı ankaraya aldırmaya çalışın o santral daha müsaitmiş ek olarak telekomun altyapısının artık yoğunluğu karşılayamadığı altyapıyı kullanan diğer servis sağlayıcıların sözleşme maddelerini yerine getirememesi nedeniyle telekoma baskı yaptığı söylendi bana buna göre 2 ay içerisinde zorunlu altyapı iyileştirmesi yapılacakmış ayrıca ek bandwith sağlanması da büyük ihtimalmiş bu da youtube gibi siteleri artık takılmadan veya işte daha rahat izleyebileceğiz anlamına geliyorbunları bana söyleyen bir fixnet çalışanı ki fixnet de telekom altyapısını kullanan bir şirket artık ne olur bilmem pingimi düzeltin lan,
Kış,Sabah,türk telekom genel merkezde çalışan bir yazar var mı yada tanıdık eş dost vstokattaki yeni yapılan bir binaya bi cihaz takılacakmış internet içintokat genel müdürlük biz o cihazın siparişini inşaat temelken verdik dedi yanı neredeyse 2yıl olmuş ama hala ortada bişey yok cihaz ankaradan geliyormuş lütfen bu iş için yardım edin vallahi çok mağdur durumdayız,
Kış,Sabah,4 aydir yeni binaya internet getirmeyen zalim sirket lan televizyonda heryerde reklamlariniz donuyor ttnete gelin vs diye gelmek istiyoruz almiyorsunuz bos kutu takip gittiniz hergun icli icli o kutuya bakiyorum cepten internete 1 gb 1gb para vermekten iflahim skildi,
Kış,Öğlen,çalıştığım kurumdan az önce aldığım smse göre türk telekomda türkiye genelinde yavaşlık sorunları yaşanıyormuş aksaklıklar yaşanırsa sebebi telekom imiş,
Kış,Sabah,yeni binaya geçenlerin umudu kesmesi gereken şirket şahsen istanbulun ortasında 1 yıldır sabit telefon ve internet hizmeti alamıyorum ve mecburiyetten vodafone vodem ile idare ediyorum şikayetlere yalandan geri dönüyorlar bir icraat yok,
Kış,Öğlen,allah belasını versinçok net söylüyorum,
Kış,Sabah,gün geçmiyor ki bir türk telekom şikâyetiyle karsilasmayalim benim de muzdarip olduğum durumla ilgili facebookta içini dökmüş bir kullanıcının feryadına kulak verelimsevgili türk telekom4 ay önce evime hat çekilmesi için ümraniye turk telekoma başvurdum bundan 2 ay sonra hat çekildiğini varsayarak gidip vodafone türkiyeden yalın internet bağlattımfakat ne yazık ki siz daha da evime hat çekmediğiniz için vodafonede birşey yapamadı söz konusu faturalar olunca kuruşu kuruşuna almayı bilirsiniz 1 kuruşa bile faiz işlemeyi bilirsiniz bunları iyi yaparsınız çünkü para sizin işiniz keşke hizmette bu kadar ince işlese tahmin ediyoruz ki ttnetten hizmet alsaydık anında ttnetli olurduk neyse şu dakikadan sonra bu hayattaki ilk hedefim sizi insanlara karşı soğutmak forum sitelerinde şikayetlerde bulunmak ve bu şikayetlerin googlede ilk sıralarda çıkmasını sağlamak olacaktır bir web developer olarak öncelikli hedefim budur saygılarımla ,
Kış,Öğlen,yıllar önceki reklam filmlerinde cem yılmazı oynatıp cep telefonu kötüdür asla sabit telefonun yerini tutmaz mesajı verirken şimdi kendi adına akıllı telefon ürettirip satan firma cem yılmazın oynadığı ilgili reklam için şurdan,
Kış,Akşam,yakın zamanda avea tivibu ttnet vb bilimum markalarını tek isim altında türk telekom olarak toplayıp hayatına devam edecek olan şirket,
Kış,Sabah,en son sizin oturduğunuz yer yok dedi telefonda adamın biri bana bina dayüzlerce telefon var internet bağlantısı var en önemlisi ben şu an o binanıniçinden seninle telefonla konuşuyorum telefonda söylediği şey öyle bir yer yoksonra öyle bir yerin var olduğunu anlamak için şikayet kaydı aldı ben artık kafayı yemişim bir noktada bina olarak var olduğumuzu kanıtlayabilmemiz için teknik ekip yollayacaklar halen bekliyoruz faturalar tıkır tıkır gelirkenkimse siz yoksunuz demiyor nakil diyince siz yoksunuz oldukadamlar telefon bağlamışlar bağladıkları yeri tekrar bulabilmeleri için kaşiflerden oluşanbir ekip gerekiyor dünya yuvarlak dönüyor elmayı bırakınca yere düşüyor filan ya bunların yaşadığıevren öyle değil kesin değil,
Kış,Sabah,büfe gibi yönetilen bir boka yaramayan bir firmaşiddetle tavsiyemdir varsa başka alternatif kullanmayın bunları 4 ayda bir hattı bağlayamadılar ya şaka gibi gidip sınırsız mobil modem alacam kırdım kafayı bir araştırdım ki sınırsızı da tek aveada gene para yine aynı bok çukuruna gidecek diye almıyorumböyle hafif firmaya ağır konuşmak gerek ama en hafif tabirle söyleyim yine de vereceğin hizmetin içine edeyim,
Kış,Akşam,sene 2016 olmasına rağmen verdiği hizmet ortaçağları aratan her ne olduğunu bilmediğim şeydiğer firmalara başvurursun port yok derler mecbur bu adamlara kalırsın kendine ayırmışlardır portları diyeistanbulun merkezinde önce adreste sorun yaşatır binbir zahmetle çözersin  ardından ankastre uygun değil der gider elektrikçi çağırtır öyle bir problemin olmadığını öğrenirsin sonraki aramanda onca sürünmeden sonra port yok derler ve 3 ay önce zaten gidip port başvurusunda bulunduğun lanet şubelerine yönlendirirler şubelerinde hiçbir şekilde sana yardımcı olmamaya yemin etmiş vasıfsız insanlar vardır hiçbir soruna cevap alamayıp dönersin 5 ay geçmesine rağmen hala internetin yoktur ve sen artık tonlarca arama tonlarca şikayet kaydından sonra artık tükenmişsindir ve bu adamların görevi sana hizmet vermek iken seni tamamen çaresiz bırakırlar şu yüzyılda hizmet veremediği gibi seni sinir hastası yapması da cabasıdır arkalarından etmediğim beddua kalmadı umarım kısa sürede tükenirler,
Kış,Akşam,vermek zorunda olduğu hizmeti verince sanki bir şey lütfetmiş gibi hissediyorum o derece muhtaç edip insanın dimağını öyle bağlıyorlaraz daha hattı bağlarlarken allah razı olsun kardeş var bir yemek ısmarlayayım sizi de yorduk buraya kadar diyesim geldi de sonra kendi kendimi dur lan manyak mısın dedim de öyle durdum,
Kış,Gece,bazı merkezlerinde sıra alırken yeni abone den sıra vermeyen şirket telefon başvurusu için gittiğinizde sıra alamadığınız gören güvenlik geliyor sizin ne işlem vardı diye derdinizi anlattığınızda farklı bir birimden sıra numarası veriyor telefon istediğinizi söylediğinizde port yok dilekçe vereceksiniz diyorlar o dilekçelerin masanın yanında bulunan evrak imha makinesine atıldığını düşünüyorum 6 aydır port koymadıklarına göre çokta umurlarında değil heralde,
Kış,Öğlen,call center çalışanlarının pek çok eğitim alması gereken kurum satış için arayan agent insanı aboneliği iptal ettirme noktasına getirebiliyor normalinde hem agent olarak çalışmış sonrasında belli dönemlerde yöneticiliğini yapmış pek çok eğitim almış ve eğitim vermiş biri olarak şu cümleyi kurdurdu müşteriyi satış için arayıp sarı hatta turuncu noktaya taşıdınız bu konuşmayı devam ettirmek istemiyorum lütfen konuşmayı sonlandıralım bu cümlelere rağmen devam etti bağırmaya başladı ve şimdi önümde ekran kurumun alternatiflerini inceliyorum,
Kış,Öğlen,efendim gelelim yeni maceramızabinamızın var olduğunu anlamaları yaklaşık bir hafta sürdükten ve var olmadığına kanaat getirdikten sonra türk telekoma bir ziyaret yapmayakarar verdik yani teorik olarak o anda yokuz öyle düşünün adamlar araştırdılarbizim var olmadığımıza karar verdiler telefonla adamları arıyorum ama böyle bir telefon yok kafalar bu kadar iyi anlayacağınız telefonun taşınmasını istediğimizadres de haritada yok ne kullanıyorlar cocacolanın formülünden sonra en büyük ticarisırlardan biri bu sanırım ortam bu hayal edin osman beydeki ofise gidiyoruzorada bu işlerden anlayan bir bey var açıyor başvurulara bakıyor filanbiz telefon aktarılsın istiyoruz call centerdaki afedersiniz ona ne denir bilmiyorumşahsiyet bize internet başvurusu yapmaya kalkmış neyse o halledildi o yüzden yok gözüküyoruzdoğru yokuz ama asıl neden bir sene önce ttneti bırakıp turksat uydunete geçmiş olmamızbizim adres arandı buradaki kişi uzmanmış adresi bulmak için uzman gerekiyor bayağ bir çağ atlamışlar ama neyse oralara girmeyin adam işimizi gördü sonuçta geldik yeni adres meselesine elimizde tapu var belediye kaydı var faturalar filan varhayır bütün bu adresler yanlışmış çünkü bizim şebekeyi alt sokaktan verip kafalarıncabinayı da alt sokağa taşımaya karar vermişler son nokta şirket olarak kafalar iyi neyse uzman bakıyor siz alt sokaktasınız diyor buna da şükür ayda bile çıkabilirdikertesi gün geldiler takmaya söylenecek bir şey yok ya sev ya terket,
Kış,Öğlen,yeni logosunu yakında açıklayacaktır avea ttnet turk telekom birleşmesinden bakalım ne çıkacak ortaya ,
Kış,Sabah,gün içerisinde yeni logosunu paylaşacak olan şirket sanırım artık avea ve ttnet olmayacak sadece tek çatı altında toplanıp daha güçlü bir yapı ile devam edecekler rekabet artacak yani bize yarayacak bu durum şimdi vodafone ve turkcell düşünsün,
Kış,Sabah,logosu değişmiş üçgen şeklinde yoluna devam edecek firmadır,
Kış,Sabah,yeni logosu ile avea ve ttneti yutarak ticaret hayatına devam edecektirişte o logo,
Kış,Sabah,türk telekom grubunun 3 şirketinintek çatı altında toplanmasıyla tek şirket olarak yola devam edeceği açıklanan firmadır3 şirketten oluşması ve yön olarak ileriyi göstermesi nedeniyle yeni logosunun üçgenlerden oluştuğu açıklanmıştıredit yeni logo,
Kış,Sabah,yeni logoda ileri genel geçer olarak kabul gördüğü şekliyle soldan sağa doğru uzanan üçgen  yanı sıra geriyi gösteren üçgenlerinde oluşu bizim açımızdan bi bokun değişmeyeceğine delalet eder bkz fiyatlar ileri hizmet kalitesi geri,
Kış,Sabah,avea ttnet ve türk telekom un güçlerini birleştirdikten sonra aldıkları ad,
Kış,Sabah,bkz avea ttnet ve türk telekomun birleşmesi,
Kış,Sabah,aveattnet birleşmiş asıl sahiplerine dönmüşler,
Kış,Sabah,55 ile araplarındır aklı yerinde bir ülkede bir markaya o ismi kullandırmamaları gerekir lakin biz parayı bastırana kucak dansı bile yapacak seviyede özelleştirme aşığı olduğumuzdan türk ismini de kullandırıyoruz başka yerlerini dezevk ve haz alıyoruz bundan yeter ki türk yazsın milli gibi hissedelimaraplar bizi her faturada milli gibi hissettirerek sikiyorlar yanibundan zevk alan bir toplumumuz var neyse ki ortada tecavüz yokhoşlarına gidiyor suratlarına bakarak sikilmeyi seviyor gibi bazısı,
Kış,Akşam,bkz avea ttnet ve türk telekomun birleşmesi58033731,
Kış,Akşam,kurtuluşa 16mb internet hızını bile sağlamamış fakat enteresan bir şekilde tüm türkiyeyi fiberlemiş kuruluş sonra ideolojik deyince kızıyorsunuz not ideolojik demekten hoşlanıyorum vurmayın,
Kış,Akşam,yeni ve başarılı reklamı ile dikkatimi çekmiş firmadır,
Kış,Akşam,fiber fiber diye ortalığı ayağa kaldıran ancak hiç de öyle yaygın bir altyapısı bulunmayan şirket afyonkarahisar kanlıca mahallesi ki carsi merkeze 10dk mesafede yıllardır fiber internetin f sini bile gormedigi gibi çok sorunlu bir adsl mevcuttur il merkezinde doğru düzgün fiber yok kalkmissin dagda tasta fiber varmis gibi reklam yapiyorsun peki kime ne faydasi var bu reklamın aptal miyiz biz reklamin kimi hangi konuda etkilemesini bekliyorsun reklamahadiseye bayilacagin paralara adam gibi altyapini guclendir once,
Kış,Akşam,istanbulun nişantaşına osmanbeyine dahi fiber getirememişken türkiyeyi fiber alt yapıyla donattık demeleri resmen saçmalık olan şirket,
Kış,Akşam,son reklamını ünlüler kahvesinden adam toplayıp çekmiş özellikle sneijdere yazık etmiştir,
Kış,Akşam,saat 2100 itibariyle telefonlarinizin sebeke secimini yenilediginizde  avea yazisinin gittigini ve turktelekom yazisinin sebeke isminde geldigini gorursunuz,
Kış,Akşam,türk telekom ttnet ve aveanın birleşmesiyle logosunu da güncelleyen telekominikasyon şirketibu birleşmeyle bir yenilik hareketine giren türk telekom bunu daha iyi gösterebilmek için daha dinamik ve canlı bir logo kullanmış bence başarılı da olmuş yeni logo aynı zamanda bu yeni logonun doğuş hikayesini de şöyle anlatmışlar“türk telekom’un yeni logosu tek marka olarak yoluna devam edecek olan türk telekom’un hayatın her alanında her zaman hareket halinde oluşunu çevikliğini enerjisini dinamik yüzünü yansıtmak üzere yeniden tasarlandı cesur karakterlere canlı ve dinamik renklere sahip yeni logo üç markanın bir araya gelişini birliği ve uyumu simgeliyor yeni logo türk telekom’un enerjisini inovasyon ve ilerleme ruhunu türkiye’ye ve türk insanına sunacağı değerler bütününü temsil ediyor logo üç markanın bir araya gelmesiyle müşterilerin iletişim ihtiyacına cevap olacak çözümlerin tek elden sunulmasının simgesi niteliğinde yeni logo renklerini türk telekom’un güçlü özelliklerinden alıyor yeşil renk canlı enerjik ve çevik yapıyı turuncukırmızı renk cesareti ve hayal gücünü türk telekom ile özdeşleşen parlak mavi renk ise güvenilirliği ve köklü bir geçmişi temsil ediyor bu logo altında tüm bu renklerin bir araya geldiği ve farklı renklerle zenginleştirildiği içerisinde çeşitlilik çok yönlülük ve inovasyonun olduğu bir mozaik oluşuyor bu topraklarda doğup dünyaya açılmış bir marka olarak yeni logodaki renkler zengin bir kültürden ve türk telekom’un köklü geçmişinden gelen dokunuşlar içeriyor”bkz avea ttnet ve türk telekomun birleşmesi,
Kış,Akşam,yeni reklamı gülümsetmiştir ne itici ne saçma açıkcası internet mobil operatör tv gibi şeylerde güzel paketler sunacak hissi verdi bana ancak fenerbahçeli olmama rağmen sneijderi bittigini görmek beni üzdü aniden ölmüş gibi oldum yazık olmuş,
Kış,Akşam,yine felaket bir reklamyine kanka ajansanlatım yokluğuaksiyon aksiyon vs,
Kış,Akşam,interneti buraya küfür gelecek gibi olan avea ve ttnetin ortak halinin yeni ismi evet tencere yuvarlandı kapağını buldu işin kötü yanı ttneti evimde başka alternatifim yok başka hiçbir hizmet gelmiyor buraya aveayı da telefonumda kullanıyorum sabrım bol olsun,
Kış,Akşam,2016 yılında tüm mecraları etkili bir şekilde kullanacak olan şirket,
Kış,Akşam,yeni reklamını görünce aklıma gelen soru şu oldu cep telefonu tablet vb kablosuz cihazlar ile fiberlemek işlemini nasıl yapıyoruz fiber denerek kastedilen şey fiberoptik kablo ve kablosuz internet alan bir cihaz nasıl fiberleyebiliyor ortada müthiş bir cehalet veya yanlış bilgilendirme var,
Kış,Akşam,hantal yapısını bırakamayacak şirket birleşmelerle de iyice hantallaşacak,
Kış,Akşam,fiberliyoruz diye reklam yapan bu rezil reklama bütçe ayıran türkiyenin en büyük şehri istanbulun en merkezi yeri tarihi yarımadada bile fiber hattı bulunmayan şirketbkz  rezil reklamlara bütçe ayırır ama işinizi düzgün yapmazsanız rakip bir firma daha hızlı internet hizmeti verdiği an tekmeyi yersiniz bkz uydunetistanbulun merkezinde insanları 5mbit internete mahküm edip fiberliyoruz temalı geçici zeka düşüklüğüne sebep olabilecek kalitede reklamlar yapan şirket,
Kış,Akşam,logosu da değişse  dünyaları da sunsa bir adsl nakil işlemini 10 günde yapan firmadır  anlayana,
Kış,Gece,yeni logosu akvaryumda yüzen flat balıklardır,
Kış,Gece,yakin zamanda kendisini terk edip turkcelle gececegim 10 lira fazla verecegim 250 dakika fazladan konusma ve en az 3 kat hizli internet alacagim son zamanlarda turk telekomunyani aveanin internet hizi 57 megabit arasi surunuyor ayni ortamda turkcell kullanan arkadasim 25 mb hiza sahipken ben 15ten asagi cikmaz avea seklinde iddiada bulunup 5 mb ile rezil olmustum ortam dedigim de benim ev amk sekil sukul yapmaya gerek yok turk telekomavea sana gule guleedit ki ne edit bu türk telekomun hız düşüşü sanırım dönemlik şuanda 15 mbps civarı hız alıyorum asıl bomba şu giride,
Kış,Gece,artık adını bile duyunca tüylerimi diken diken eden şirket hatemark özel tekeltürk telekom ismini bile görmeye dayanamıyorum taahhüt bitince zaten bizzat teslim ettiğimiz modemin iki yüz liralık parasını seneler sonra defalarca istediğinden beri sinirliyim türk telekom ve ttnet ayrı şirketler mi onu bile tam bilmiyorum onların da kafası karışık bence sırf bunlardan kurtulmak için dsmart aldım yeni evimde altyapı olmayınca yine kendileriyle muhattap oldum lanet ettim resmen taksim meydandaki evime internet bağlansın diye iki ay bekledim beni oradan oraya başvuru için sürüklemelerini saymıyorum neden özel şirket ama tekel hangi firmadan hizmet alırsan al önünde sonunda türk telekom bilmemne merkezinde sıra beklerken buluyorsun kendini üstelik hangi semtin hangi müdürlüğe bağlı olduğuna dair müşteri hizmetlerinden bile bilgi alamıyorsun internetten araştırın diyorlar öyle serseri mayın gibi en yakındakileri sırayla denedimavea kullanıyorum ondan epey memnunum bak ama bugün bir baktım telefonumun tepesinde avea yerine türk telekom yazıyor elbette bu şirketlerin bağından bağlantısından haberim var ama olsun sırf türk telekom yazısını görmemek için memnun olduğum aveadan turkcelle veya vodafonea geçeceğim duygusal davranıyorum nefret ediyorum fakat bu nefretin geçerli sebepleri var,
Kış,Sabah,adını değiştirince şikayetlerin azalmayacağı cep telefonu hat sağlayıcı,
Kış,Sabah,adsl bağlantıdan saç baş yoldurmaya devam edeceği gerçeğini değiştirmeyen birleşimi yapmış şirlket,
Kış,Öğlen,müşterisi aveaya ayrı ttnete ayrı küfretmesin diye alayını kendi altında toplayan firma,
Kış,Öğlen,fantastik captchalar ile online işlemlere girişi zorlaştıran kurum mesela şunu okuyabilene birkaç yüz ışık yılı sonra belki marstan devremülk ayarlayabilirim,
Kış,Öğlen,izmir çiğlide bulunan ofisimize 16 mb verse şükredeceğimizi haykırırken her yeri fiberle donatan firma,
