Season,Time,Content,Sentiment
sonbahar,öğlen,numara taşınabilirliğinden güç alıp karşısında ağır laflar edeceğim operatör,
sonbahar,öğlen,numara taşınabilirliğinden feyz alıp nispet yapacağım operatör,
sonbahar,öğlen,numara taşınabilirliğinden icazet alıp gösterip vermeyeceğim operatör,
sonbahar,öğlen,numara taşınabilirliğinden yüz bulup karşısında oturup turşu yiyeceğim operatör,
sonbahar,öğlen,numara taşınabilirliğinden yararlanıp yüzüne kapı çarpacağım operatör,
sonbahar,öğlen,kendinden geçmiş sistem iyice2 konuşma sonra 3 sayfa fatura,
sonbahar,öğlen,fiyatlarla değil kalite ve hizmetle rekabet anlayışını benimsedik gibi abidik gubidik bi politikaya sahipken g korkusu ile aylarca yoluna taş koydukları numara taşınabilirliğini reklam kapmanyası ile rakiplerinden önce sahiplenmiş öperatör neymiş numara aynı kalacakmış kalitesi turkcell olacakmışfatura ne olacak peki onu hiç söylemiyorsun,
yaz,sabah,öss sonuçlarını smsten öğrenmek istediğimde normalde 2 sms4 kontör ile halledilebilecek  hizmeti türlü hilelerle 18 kontöre çıkarmış oparatör gelen 8 sms ten yalnızca bir tanesinde kaç puan alındığını öğrenebildim gerisinin ne olduğunu kendileri bile anlamamıştır  zulum ile abat olanin akibeti berbat olur misali sonunu bekliyorum tukcell,
yaz,öğlen,gün içinde yolladıkları onlarca reklam mesajından kurtulmak için müşteri hizmetlerini arayıp durumu belirtmek yeterlidir ardından hayatınıza spam smsin olmadığı beyaz bir sayfa açarak monoton hayatınıza dönebilirsiniz,
yaz,akşam,kendisine ait hattımı kullandığımda bana kazıklanıyormuş hissi veren marka,
yaz,sabah,turkcellilerle konuşmanın en ucuz yolu turkcellde şeklinde bir reklamı vardurup durup düşünüyorumbu anormal bir durum mudur müthiş bir tarife midir yoksa zaten olması gereken bir şey midir bu durumu bir kampanyaavantajmüthiş bir olay şeklinde göstermesi nedeniyle kendinden ayrıca nefret ettiren operatördür,
yaz,gece,olur olmadık zamanlarda mesaj atan sürekli mesaj atmasıyla bünyeyi alıştıran ve gelen mesajlara tepkisiz kalınca inatlaşıp tekrar tekrar mesaj gönderen üstüne para vereyim ama bana artık mesaj göndermeeeee diye haykırmak istediğim kurum bkz çok dertliyim be sozluk,
yaz,akşam,yeni tarifelerimizi tanıtalım ayağına iki günde bir telefon edip tc kimlik nolarımızı elde etmeye çalışan çapsızların çapsızı gsm operatörü lan sen bize kol gibi faturalar ve kontör fiyatlarından başka ne verdin ki biz sana hayatımızı açalımbkz kendine gel,
yaz,akşam,bugün itibariyle bedava mesajlaşmayı saat 1700 de sonlandırdıkları yetmiyormuş gibi bizbize kampuscellilerden mesaj başına 3 kontör kesen ticari kuruluş,
yaz,gece,turkcell le konuşmanın en ucuz yolu turkcell le diye bir sloganları vardır son zamanlarda ki bizi iyice salak yerine koyduklarını düşünüyorum yani aynı operatörden konuşurmanın en ucuz olması gayet normal değil mi bir avea turkcell i aradığında daha ucuza geliyorsa artık sömürmenin dibine vurmuştur bu turkcell zaten deli gibi sömürdüğü herkesçe biliniyor ya o başka mesele sanki çok bi mağrifetmiş gibi bıdı bıdı şarkımsı bir şekilde konuştuğunu duyuyorum kadının sağdan soldan sonra bir de dilime dolanıyor sevmiyorum seni turkcell bilesinbir zamanlar ben de turkcell liydim evet,
yaz,öğlen,apple ile anlaşmayı yapmış ve iphoneu türkiyeye getirecek olan operator bu yıl içinde satışına başlanacakmışha bir de  adresinden ön talepte bulunabiliyor ya da ürün hakkında detaylı bilgiye sahip olabiliyoruz,
yaz,öğlen,,
sonbahar,öğlen,bin bir türlü tarife çakallıklarıyla kullanıcının beynini bulandıran kuruluş biraz açıklamaya çalışacağım ama ben de tam olarak anlayabilmiş değilim o yüzden tamamen kendi anladığım kadarıyla anlatıyorum1 seçici sokanancak aylık belli bir ödemeyi garantilediğiniz takdirde ki faturalı hatta geçerim o zaman kontörün mantığı ne ki ucuza konuşturan tarife bir fiyat süper tarife3 mütemadiyen sokansizi kafadan herkesle pahalı konuşturan tarife bizbizebu durumda spesifik kamu kampus falan almadıysanız sanırım en mantıklısı kullanım şeklinize göre ya süper tarife ya da bir fiyat onu da şöyle düşünün aradıklarınızın 80i falan oranı attım kafadan turkcell ise süper tarife yok değilse bir fiyat,
sonbahar,akşam,diğer operatörler adam gibi kampanyalar yaparken türkcell hali hazırda olan kampanyalarını bile kısıtlayarak abonelerini kazıklamaya devam etmektedir şöylekidaha önce hepsi bir kampanyasında kontör yüklediğinizde konbaranızda kontör birikiyordu şimdi ise bu hakkında çok iyi şeyler düşündüğüm içimden iyi dileklerimi ilettiğim turkcell artık hepsi bir kampanyasında kontör yüklediğinizde konbaraya kontör yüklemiyor neymiş efendim artık kampanya bu şekildeymiş şu numara taşınabilirliği tam olarak yürürlüğe girsin de görecem ozaman sizi şimdiden tutuştu zaten kıçınız uzun vadeli kampanyalar yapmaya başladınız neymiş 1 yıl her ay 150 kontör alana 300 kontör hediyeymiş hele biraz daha tutuşun bakalım ne kampanyalar çıkacak bi taraflarınızdan,
sonbahar,öğlen,internet üzerinden hattıma 100 kontör yüklememle birlikte bana süper tarifeye geçip 150 kontör yükleseydiniz turkcell içi 375 dakikaya konuşabilirdiniz diye bir uyarı yollayan operatöraffet abi param sadece 100 kontöre yetiyordu bir dahakine 150 yüklediğimde 200 kontör yükleseydiniz evinize vodka yanında nataşşa getiricektihh  diye bir mesaj beklemekteyim kendilerinden,
sonbahar,öğlen,diğer tarifelilerle sizli bizli konuşurken kampüslülere neredeyse dövecek gibi hitap ederkampüslü 100 kontör yükledin bı dı bı dıkampüslü  dinle bı dı bı dıkampüslü akıllı ol aklını alırım,
sonbahar,öğlen,periyodik araliklarla sirketimizin bilmem kac yillik kerizi oldugunuz icin bugun turkcellden turkcelle tum gorusmeleriniz ucret disidir bedavadir e ne duruyosun helva yapsana seklinde bir mesaj yollar bu abonelerine sakin bu yeme gelip de cosmayin derim bi cakallik bi dubara var gibi bu iste  fatura diyorum kol diyorum sen ne diyosunbkz sikmeyecegi esegin onune ot koymamak,
sonbahar,gece,kendisine bağlı şirketlerde çıkartacakları insanları odaya alıp bağırarak baskı uygulayarak zorla istifa imzalatmakgerçek haklarını vermemek için bordrosunda ya da iş tanımında vasıfsız eleman olarak gösterdikleri kişilere işyerinde şeflik yöneticilik görev ve sorumluluklarını yüklemek aynı kişilere sadece asgari ücret vermek gibi şark kurnazlıkları yapılmaktakurumsal şirket diyeceğim ama yok be böyle çalışan böyle kişilerle çalışan bu tür uygulamaların farkında olmayan ya da göz yumanlara kurumsal şirket vasfı birkaç gömlek büyük gelir,
sonbahar,gece,web sitesinden en az bir online işlem yapan abonelerine çekilişle ipod touch veren şirket 100 kontördakikalar var bi de,
sonbahar,sabah,nasil bir sirkettir anlamadim bilmiyorum ama 444 0 532 denen musteri destek hattinda musteri temsilcisi bulmak icin harcadigim 30 dakikayi kahvalti icin yumurta kaynatarak gecirseydim en azindan karnim doymus olurdu ulan bire bas ikiye bas yok mu lan canli bisey  6 kere aradim butun menuleri denedim musteri temsilcisine baglanicak kombinasyonu bulamadim arkadas ama gel gor ki en kucuk bir musteriye giydirme imkani olsun ki bu onlarin dilinde musteriye odaklanmadir nereye odaklaniliyosa artik musteri temsilcileri sizi bizzat arar iyi gunler muratbey ben turkcellden bokpüsürgül diye hayatta tek sikine taktigi sey sizmissiniz gibi konusurlar hepsinin allah belasini versin isimli calismasiyla listelere bir numaradan giren sarkidir bu haftanin en buyuk dususu ise tibet agirtandan geldi yat geliyorum,
sonbahar,akşam,tam anlamıyla bir küçük yazı şirketi tamam reklamlardaki büyük yazılar bize verilenleri küçük yazılar ise bizden alınanları anlatır ama turkcellin ki biraz aşmış bu konuda rakiplerine oranla ha türkiyenin en iyisi midir evet en iyisidir türkiyenin her yerinde çeker her yerde konuşmaya imkan sağlar ama gerçekten küçük yazılarına dikkat edilmesi gereken bir kurumdur,
sonbahar,sabah,paket fiyatlarını çaktırmadan 510tl arttıran  paket aşım ucretlerini çaktırmadan 1015kr arttıran artık suyu iyice ısınmış  dürüst olmayan gsm şirketimsi,
sonbahar,akşam,bir gün attığınız mesajların hiçbiri onlara göre iletilemiyor ertesi gün ise sorunsuz iletiliyor bazen de kampanyalarda sunduğu güzellikler fazla geliyor olsa gerek ki 1 olan kontörünüz siz telefona elinizi bile sürmeden 13e inebiliyorbambaşkaymışsın diyebiliyorum ben bu operatöre,
sonbahar,akşam,sitesinde soyle bir cumle kurabilen operatorüstelik paketiniz bittikten sonra da her yöne yine çok avantajlı konuşmaya devam edebilirsiniz dakikası sadece 45 ykr  tum vergiler dahil 55 kurus ediyornumara tasimaya bir aydan az zaman kalmis sen hala 55 kuruş için çok avantajlı diyorsun yuh ki yuh turkcell fanboylar da sevinsin e ama en kaliteli hizmeti aliyoruz cicim ahahah diye,
sonbahar,akşam,gün itibariyle turkcell hattıyla avrupadan türkiyeyi aramanın dakikası 330 ytldir rusya ve ukraynadan aramanın dakikası ise 690 ytlcik ayrıca aradığınız kişinin de dakika başına azımsanmayacak bir para ödediğini de unutmamak lazımedit benim yazdığım fiyatlara vergi dahil değilmiş onu da ekleyince yurtdışında turkcell kullanmayın demeye geliyor,
sonbahar,öğlen,numarasini kendisine tasimasi icin diger operator abonelelerini rastgele arayan ve once isimlerini soran gsm operatoru işin ilginç yanı teklif ettiği 6 ay turkcell ici 30 dakika bedavasi ile bile herkesle konusma  vodafone turk telekom diger operatorlerden daha pahali olmasi karimiz ne olacakmis derseniz turkcell kalitesiymis,
sonbahar,sabah,turkcellin üzerine 3 yıl avea kullandıktan sonra diyebilirim ki turcell kalitesi denen şey bir gerçektir pahalı da olsa bedava da konuştursa numara taşınabilirliği başlar başlamaz geri döneceğim operatördür gün sayıyorum o derece,
sonbahar,öğlen,anketlere gore numara tainabilirligi balayinca kullanicilarin en cok tercih edecekleri operator olarak gorunmektedir ilginc bir durum tabi,
sonbahar,akşam,ekşi sözlükteki başlığı numara taşınabilirliği başlayınca direk koşarak kaçacağım operatör ifadeleriyle dolup taşan gsm şirketibuna karşın avea veya vodafone başlıklarında numara taşınabilirliği başlayınca hemen koşup kullanmaya başlayacağım operatör gibi ifadelere de rastlayamıyorsunuz,
sonbahar,akşam,numara taşınabilirliğinin bünyesine etkileri tahmin edilirken hayli naif davranılan dev  şirket artı  numara taşınılabilirliğinden karla çıkacağına inandığım şirket artı başka operatörle konuşmaya başladıktan kısa süre sonra mumla aranan dev,
sonbahar,akşam,müşteri hizmetlerireklamları berbat ve tarifelerin hepsinde bir trick olan  hep bi yerden geçirmeye çalışan operatör şu olay sonrasında numara taşınabilirliği başladığında anda kendisi yerine vodafoneu tercih edeceğim kesinleşmiştirbir turkcell extraya kontor yüklemeye gidiyorum görevli 150 kontur yüklersem tüm kampüscellli ve turkcelllileri 5 dksı 1 kontore arayabileceğimi söylüyor kabul edip yükletiyorum daha sonra çat çat konturlerin gitmesinden sonra turkcellin web sitesinden kampanyanın aslında şöyle olduğunu görüyorumbizbize kampus tarifesinde 150 kontör yükleyenler diğer operatörleri 3 yerine 1 kontöre arayabiliyor kampanya detaylarında turkcell abonelerini aramanın kaç kontur olduğu kesinlikle yazmıyor uzun süren uğraşlar sonucu turkcell müşteri hizmetlerindeki operatörden öğreniyorum 150 kontur yükleyince turkcelllileri aramanın dakikası 3 kontur olduğunu operatör saçmasapan bir kaç tarife daha söylüyor ama hepsinde turkcelllilerle konuşmanın dksı 3 konturbi de neymiş turkcellliyle konuşmanın en ucuz yolu turkcelldeymiş sözde,
sonbahar,akşam,mcdonald’s la 13 ekim’de başlattıkları ‘gnçtrkcll şifresi ile bir menü alana bir menü hediye eden’ kampanyasını 31 mart 2009’a kadar uzatmış firma ,
sonbahar,öğlen,hala en çok kâr eden şirketmiş bkz bir arkadaştan duydum,
sonbahar,öğlen,numara taşınabilirliğinden sonra dimdik ayakta kalacağına emin olduğum operatör turkcell kazıklıyo da diğerleri kazıklamıyo sanki en azından heryerden çekiyo diğerleri böyle bir garanti verebilecek mi bakalım,
sonbahar,akşam,alsancak garı civarında çekmeyen vodafoneu ya da çeşme  çiftlikköyde yunan gsm operatörlerinin hattından roamingle konuşturan aveayı hiç kullanmamış kişilerin numara taşınabilirliğinin ardından terk edeceği gsm operatörü 4440532yi veya 4440535i arayıp eğer telefon parası verilmek istenmiyorsa turkcell extralara da gidilebilir kendilerine en uygun tarifeyi veya kampanyayı seçmemiş kişilerin faturalarının yüksek gelmesi doğaldır ancak düzgün bi tarife  kampanya seçilirse en diğer operatörler kadar ucuz olabilmektedir burda turkcellin eleştirilebileceği tek husus bu kampanya  tarifeleri son kullanıcılara direkt olarak sunmamaları bundan yalnızca gold ve platinium üyeler faydalanabiliyor recep ivedikli reklamlarda olduğu gibi biz faturanızı inceledik bilmemne kampanyasına girerseniz faturalarınız ortalama 35 ytl daha az gelecek diyorlar normal abonelerin bu hizmeti talep etmeleri gerekiyor,
sonbahar,akşam,sunduğu kötünün iyisi hizmetiyle ücret olarak geçirdiklerinin telafisini yapan operatör telefonum 99 çeksin ama geriye kalan 1 bana fiyat olarak binmesin diyenlerin operatör değiştireceği kesindir ama aynı zamanda telefonum 100 çeksin bedeli neyse veririm diyenlerde turkcell e geçecektir sonuç olarak bakıldığında numara taşınabilirliği devreye girdiğinde herşey aynı kalacak gibi görünüyor,
sonbahar,gece,turkcellle bir başka iki dakika ve recepin şuursuz tavuğu ile şu tipte bir diyalog beyfendi hattınız açık görünüyor bu bilmemnecomdan gelen mesajlar da faturanıza yansıyor alo alo hanfendi bakın ben bu hattın  bilmemhangiayın bilmemkaçında kapatılmasını istedim bunun belgesi sizde yok mu a yoo gelmemiş beyfendi kapatmamışsınız töbe töbe kapattırdım hanfendi iki ay oluyor siz bana ne demeye çalışıyorsunuz  bize böyle bir bilgi gelmedi nasıl gelmedi sizin şubeniz ne biçim şube size göndermedi mi kem küm hık mık beyfendi çünkü suç şubede değil anladım o zaman dün yine uğradım hattı kapattırdığım şubeye o bir tomar hat kapatma dilekçesinin üstüne benimkini de eklediler artık bu sefer ulaşmadı demeyin ya nolur ya pardon beyfendi hattınızı neden kapatmak istiyordunuz acaba iki ay önce de dediğim gibi yeni hat aldım ve hat koleksiyonu yapmıyorum evimde peki öyleyse hattınızı neden kapatmak istiyordunuz acaba kullanırsınız belki hm  hayır efendim kullanmam  ama anlamıyorum ki siz neden kapattırıyorsunuz hattı kullanmıyorum hanfendi iki aydır da kullanmadım daha neyin faturası ama beyfendi size mesajlar gelmiş onların parasıödemek zorundasınız telefonu iki ay önce kapatmış olmalıydınız ne mesajı ne parası anlıyorum ama siz bize böyle bir istekte bulunmamışsınız ki bulundum hanfendi sadece kanıtlayamıyorum çünkü taşeronluk usulü çalışıyorsunuz doğru dürüst kayıt kuyut almıyorsunuz ve kanun da buna ses çıkarmıyor e o zaman kanıtlayın hah süper noktadan yakaladım mevzuyu hey yarabbim hanfendi siz duyabiliyor musunuz kullanmıycam diyorum kullandıramazsınız yeter oehh ama bakın siz böyle agresif olursanız bağırırsanız nası anlaşıcaz  bağırırım agresifiim sinirliyim bizim aile toptan ekşi sözlük yazarııı  bu küçük ve güzel hikayeden çıkan ders nedir sevgili alice sevgili ekşi sözlük yazarları ve okurları turkcellle hayata bağlanırken her belgenin her konuşmanın o kaybolan şuurlarla birlikte ortadan yok olabileceğini düşünerek lütfen kaydını fotokopisini alınız yeni cep telefonu alana vergisiz yeni hat promosyonu gibi tuhaflıklara kanmayınız yapılan indirimler size vergi olarak geri dönebilecektir beni ye diyen her keki yemeyiniz beni iç diyen her şişeden içmeyiniz mümkünse amaan nassolsa hepsi aynı bunların demeyiniz kendi gsm operatörünüzü kendiniz yapınız olmazsa özgün haberleşme yöntemleri kullanınız ve sansürlenemez olmasına özen gösteriniz tabii ki günün koşullarını düşünerek,
sonbahar,öğlen,mustafa filmine sponsor olup daha sonra bizim her kesimden müşterimiz var bu filme sponsor olursak kimi kesimlerden müşterilerimizi kaybederiz diyerek sponsorluktan çekilmiş şirket,
sonbahar,öğlen,mustafa filmine karşı yaptığı terbiyesizlikle isminin önündeki türk kelimesini gurur değil utanç kaynağına çevirmiş olan gsm operatörüzaten son yıllardaki türlü türlü bölünmüş kampaya şeklindeki saçma kazıklarına çok sinirleniyordum bu olay son damla oldu adıma çizik atınpeşin edit bahsi geçen terbiyesizlik mustafa filmi için sponsorluğu önce kabul edip daha sonra vazgeçmesi değil vazgeçmek için sunduğu ucuz gerekçedir ayıptır,
sonbahar,öğlen,digiturkle birlikte büyük imaj hataları yapan şirketdigiturkümü iade ettim sıra turkcell de,
sonbahar,öğlen,bkz cep telefonlarinda numara tasima uygulamasi,
sonbahar,öğlen,diğer müşterilerini de kucaklayabilmeleri açısından mevcut selocanlarla birlikte kendilerinden türbanlıtakkelimini cübbleli selocanlarla da numara taşıyan reklam yapmalarını beklediğim operatorhatta bu selocanlar bir sonraki kampanyada da çember sakallı amcalarının kucağına otursunlarfantastik olsunlar ne bileyim,
sonbahar,akşam,asıl reklamını mustafa filmine sponsor olmayarak yapmış kendisinden bu kadar söz ettirterek dikkatleri çekmeye devam eden gsm operatörüdür,
sonbahar,sabah,numaranız aynı kalsın kalitesi turkcell olsun konseptli reklam çalışmalarında fotoğraftaki selocanlar 0 5 ve 4 rakamlarını kucaklamışlar taşıyorlar hakkaten inanıyorlar mı bu numara taşınabilirliğinden kârlı çıkabileceklerine çok merak ediyorum,
sonbahar,sabah,firmalar doğaldır ki kar etmek için vardırlar aynı zamanda firmaların sosyal sorumlulukları diye bir olgu da söz konusudur çevreye bulundukları topluma sosyal yaşama ve o toplumun değerlerine karşı sorumluluk modern ayakta kalan ve başarılı firmaların vazgeçilmez unsurlarıdır,
sonbahar,öğlen,turkcell bunyesindeki insan kaynakları bölümünün adının yönetici kaynaklari olarak değiştirilmesi gereken firma,
sonbahar,sabah,mustafa ile ilgili olarak kendisine ağız dolusu küfür eden grup şu gerçeğin farkında değil sanırım  turkcell tam da onların mustafa belgeseline kızdığı sebeplerden dolayı sponsorluktan desteğini çekmiştir  yani turkcell yöneticileri filmi izledikten sonra tereddüte düşüp bizim her kesimden müşterimiz var dediklerinde kastettikleri dinci tayfa değil bu bağnaz atatürk deyince aklına insan değil ulvi bir yaratık gelen kitledir,
sonbahar,gece,gün itibariyle yeni bir kampanya başlatmıştır bedava yazıp 8040 mesaj atan ilk 1 milyon bireysel faturalı hat abonesi biri hafta sonu diğeri hafta içi olmak üzere haftada 2 gün tüm turkcellilerle 28 aralık 2008 tarihine kadar bedava konuşacakmış ben denedim oldu cuma ve cumartesi günlerini sana verdim diye onay mesajı geldi bkz ayda 64 saat konuşma bedava imiş,
sonbahar,gece,ilginç kampanyalarla kafa karıştırıyorlar gerçekten hangisi iyidir hangisi bana uyar beni kazıklanmaktan kurtarır diye düşünüp durursunuz kampanyalara bakarken kendisine büyük kazanç sağlayan bir şirket son 68 aydırda büyük bir proje için çalışıyorlarturkcell bütün türkiyeye fiber kablolar döşüyormuş böylelikle hem telekoma verdikleri kablo kirasından kurtulacaklar hemde kendi internetlerini tüm türkiyeye satacaklarbi çok yerde hala fiber kablo olmadığı için internetin yavaşlığından şikayet ediliyor yani şu anda yaptıkları iş çok işe yarayacak bir iş çok maaliyetli ve uzunda sürecek ama çoktan başlamışlar bileböyle güzel işler için çabalamalarıda sevindirici bencebkz tellcom,
sonbahar,öğlen,dokuz aylık karı 728 milyon dolar olan şirketbu da ayda 809 milyon dolar günde 27 milyon dolar  saatte 112 bin dolar  dakikada 1870 dolar ediyorböyle de gereksiz hesaplar yaparım,
sonbahar,akşam,yaklaşık bir senedir beklediğim yasanın çıkmasıyla elveda diyeceğim operatör arkadaş lamı cimi yok feci düdüklediler 100 kontör 17 küsür ytl bir sıkımlık diş macunu misali 2 gün sonra 19 kaçış yok,
sonbahar,sabah,bu bedava kampanyasinin reklamlarindaki altyazilar takip edildiginde ve web sitesinde notlar bolumune bakildiginda olayin ozunun anlasildigi durum aslinda su sekildedir  bu zaman 1 ayda 64 saat ise haftada 16 saat 1 haftada 2 gun bedava ise günde 8 saattir yani 24 saatlik dilimin her dakikasi diger turkcell lilerle konusabileceksiniz diye bir durum yoktur günde 8 saati aştığınızda mevcut tarifeniz üzerinden ücretlendiriliyormussunuz bkz yersen,
sonbahar,gece,belkide numara taşınabilirliği çıkmadan hemen önce küçük şirketlerin yaptığı bir karalama politikasıdırşimdide hedef kitle olarak yine hassas olduğumuz bir konu atatürk seçilmişmilli duyguların yoğun olduğu bir haftada önümüze konmuştur,
sonbahar,gece,hurriyet okuyarak politik duruş sahibi olan gerizekalı bir kitlenin ekşisözlükteki yoğun varlığını bir kez daha yüzümüze vurmuş gsm operatörüdür halbuki ne güzel salı gecesi olmuş akşam güzel bir yemek yemişim şahane bir film izlemişim yarın hafta ortası olmasına rağmen avantadan bir tatil var öğlene kadar uyuycam herşey gayet yolunda görünüyor ne gerek var böyle tatsız gerçeklerle gecenin bir vakti yüzleşmeye bunun için mi her ay dünyanın parasını ödüyorum size ayıpbkz olu bir degil aglayasin deli bir degil baglayasin,
sonbahar,sabah,zerre kadar sevmediğim bir kuruluş olsa da sponsor olup olmama tamamen kendi inisiyatiflerinde olan bir konudur zorla mı arkadaşım diğer yandan haberi muhteşem vatan gazetesinin yaptığını da göz ardı etmeyelim derim ben  ya da şöyle düşünelim ülker sponsor olsa örneğin laik arkadaşlar izlemeyecek miydi filmi ya da islamcılar sinema salonlarını mı dolduracaklardı bir filme sponsor olacak kuruluşlarda bile ayrımcılık yaptınız ya süper,
sonbahar,sabah,numaramı taşıma kararımı iptal ettirmiş şirkettir bıktık kardeşim aynı atatürk sömürüsü laik imaj çağdaş görüntü sallamasından türkcellin şu haydi kızlar okula kampanyasının da samimi olduğuna inandım artık ona bağış bile yapabilirim,
sonbahar,öğlen,vatan gazetesinin bir haberiyle hemmen hakkında atatürk düşmanı ilamları başlamış firma oehey şimdi vatan gazetesi köşe yazarı engin inanın yazısından bir bölüm aktaralımsponsoru olduğumuz filmi izlemek istiyoruz bu konuda yönetimdeki diğer arkadaşlarımızın da görüşünü almak istiyorum” dedibenim bildiğim sponsorluk anlaşmaları filmin çekiminden önce yapılıyor yani film sponsordan gelen parayla çekiliyor bu para çekimde kurguda montajda kullanılıyor üstelik bu filmin bir senaryosu var yani kocaman bir şirketin ceosu yönetim kurulundakiler bu filmin metnini okur filmde ne olup bittiğini neler içerdiğini anlar ama ceo senaryoyu okumuyor da böyle ayrancı bir tavırla gel bakem can dündar şu yaptığını bir göstert bakem bize diyor sanırım turkcellin ceosu pamuk kralı falan yaşar kemalin kitaplarında falan da görebilirsiniz kendisini turkcell ana sponsoru olduğu filme parasını veriyor film çekiliyor sonra turkcell yeni mi anlıyor bu filmin atatürkü anlattığını atatürk filmi olduğunu film çekilip bittikten sonra mı çakozluyor bunlarlan ooolum mustafa falan diyodu meğersem atatürkmüş lan filmdeki şaşırdım ben küçük mustafanın maceralarını bekliyodum böyle fakir çocuk ve maceraları falan huck finn bi nevi gibicesinehmmatatürkmüş olm sponsor falan olmayalım atatürk müüüüü ıyyyyyy ay çok baanaaaall falan demişlerdir heralde toplantıda dahayır belli bir kitlenin hala daha doğan medyanın yaptığı haberlere hala inanıyor olması bir yana insanlar ne kadar kolayca gaza gelip hemen herşeyi yakıp yıkmaya hemmen el etek çekmeye meraklı e şimdi doğan medya baya mantıksız ve hatta yalan bir haber yapıyor doğan grubunu protesto edecek misiniz bence atatürke en büyük hakaret kendisini kullanarak insanları firmalara başka insanlara düşman eden doğan grubudur sırf rakibi diye bir firmayı allah ne verirse kötülüyorlar bunu göremiyor musunuz haberi dahi okurken burada bir saçmalık olduğunu anlayabilirdiniz hadi anlamadınız hala daha farkında değil misiniz doğan grubu karamehmetten nefret ediyor artık bunu anlayın bir de yazının sonunda eminim mustafa filmi recep ivedikten daha çok seyirci toplayacak deniyor aha buyrun recep ivedikle atatürkün ne alakası var lan recep ivedik izleyip anıra anıra gülen siz değil miydiniz bu filmi izleyenler salaktır izlemeyenler akıllıdır diye insanları ayıran siz değil miydiniz aklınız recep ivedik turkcell reklamlarından çıkınca mı başınıza geldi bence doğan grubu gibi firmalar turkcell gibi firmalardan daha berbat daha beter çünkü din atatürk futbol siyaset ne varsa kullanıyorlar birbirilerini yiyorlar görmüyor musunuz hala daha haberleri okuyup gerçekleri öğrendiğinize mi inanıyorsunuz doğan grubu hükümetle 5 sene boyunca can ciğer kuzu sarmasıydı o zaman hükümet atatürk düşmanı değildi de şimdi mi atatürk düşmanı oldu hürriyet gazetesi yazarlarının şimdi mi aklı başına geldiemin çölaşandan gelen muhteşem bir replikle entrymizi sonlandıralımher kuşun eti yenmez yeni kitabım her kuşun eti yenmezde her kuşun etinin yenmeyeceğini bir kere daha kanıtladımhepinize saksağanlı bol turnalı leylekli günler dilerim,
sonbahar,öğlen,digiturkten sonra doğan grubunun yeni hedefineymiş turkcell her kesimden müşteri sahibiymiş mustafa filmine sponsor olursa bazı müşterilerini kızdırırlar diye vazgeçmişlervelev ki böyle düşündüler e o zaman en baştan reddederlerdi teklifi sessiz sedasızkimseyi ürkütmeden sonradan neden vazgeçsinlerturkcell ceosu süreyya ciliv sponsorluktan vazgeçilmesiyle ilgili olarak çalışmalarına saygı duyduğumuz proje yapımcısıyla yaptığımız ön görüşmelerde  filmin beklentimiz yönünde atatürk’ün liderliğini dehasını ve kahramanlığını dünyaya tanıtmaktan çok  atatürk’ün özel hayatına odaklanan bir film olduğunu görünce projede yer almayı tercih etmedik diyoryani filmin şirketin beklentilerini karşılamaktan uzak olduğu düşünülüyor ve sponsorluktan vazgeçiliyorama toplum galeyana geldi bilehaber daha dün öğleden sonra çıktı yahu hangi ara mail zincirini başlattınız da binlerce kişiye gönderilebildi şu mailfwturkcell mustafaya neden sponsor olmadıturkcell ataturk filmini savunamıyor sponsor olamıyortoplumun şeriatcısını ataturkten nefret edeni de dusunmeliyim diyorbu ulkenin ataturk degerine sahip cıkamıyoruz bu hale mi geldik    gercekten inanamıyorumataturk filmine sponsor olmaktan neden cekilir bir insan  nasıl bir insansınız  nasıl bir firmasınız nasıl degersiz onursuzsunuzyazıklar olsunnasıl bu kararın turkiye cumhuriyetinde  yasayan bunca insanı etkileyeceginin ustunde durulmaz nasıl onların tepkileri onemsenmezben bir turk vatandası olarak  numara tasınabilirligin basladıgı gun turkcell den ayrılarak tepkimi koyarım ben bir kişiyim benim yapabilecegim busiz de birazcık bu ulke degerlerine onem veriyorsanız aynısını yaparsınızyapmazsanız da yazıklar olsunbu kadar soyluyorumturkcelli seversin sevmezsin numara taşınabilirliği gelince turkcell aboneliğinden vazgeçersin veya turkcelle aboneliğini geçirirsin bu tamamen senin tasarrufunama sen hürriyette çıkan her şeklinde iddialar var haberiyle bu kadar gaza gelebiliyosan sen bir kişi falan değil sen tam bir gerizekalısın,
