Season,Time,Content,Sentiment
Yaz,Akşam,tanım envai çeşit kişisel bakım cihazı ve elektronik cihaz satan mağazalar zincirivakti zamanında yanlış hatırlamıyorsam yıllardan 2008 mevsimlerden kış izmir çankaya teknosa da geziniyorum gözüme bir reklam panosu ilişti cep telefonu alana bilmemne marka kulaklık xx lira işin güzel tarafı o kulaklığa da ihtiyacım vardı kampanyalı alırsam yani bir telefonla beraber yarı fiyatına falan alıcaktım aleti ama gelin görün ki ihtiyacım olan yeni bir telefon değil bir kulaklık düşündüm taşındum dedim en ucuzundan bi telefon alırım anneye hediye ederim hem anne mutlu olur hem ben kulaklık sahibi olurumneyse efendiler gittim en ucuz en basit telefonu aldım yanında da kulaklık gittim kasaya ödeme yapıcam kasadaki aksiyon başlarkasiyer  beyefendi aldığınız telefonun bluetooth özelliği yok o sebepten aldığınız kulaklığın normal satış fiyatını ödeyeceksinizben       zaten bluetooh özellikli telefonum var bu telefonu anneme alacağım kulaklığı kendim kullanacağımkasiyer  beyefendi kampanyamız bluetooth destekli telefon ile alımlarda geçerliben       çok pardon ama nerde yazıyor bu dediğiniz buyrun reklam panonuz burdakasiyer  bik bik biko sırada ben iyice sinirlenirim tipinden mağaza müdürü olduğu belli olan beyefendiye scorpion edası ile come here çekerimben       beyefendi bakın kampanya yapmışsınız telefon alana kulaklık şu kadar demişsiniz kasiyeriniz böyle böyle diyormüdür   ama beyendiben       aması maması yok yazın o zaman kardeşim düzgünce şu koşullarda alınırsa şu kadar diye ben kulaklığımı istiyorum kampanyalı fiyat üstünden isterseniz çok uzatmayalımmüdür   dükkanın kapanmasına az kaldı şimdi bununla uğraşmayım edasında tabi efendim kasiyere döner beyefendiye kampanyalı olarak verelim kulaklığıkasiyer  pika pikaneyse ben sonunda mutlu mesut normalde bir adet bluetooth kulaklık fiyatına hem telefon hem kulaklık almanın sevinci ile evimin yolunu tutarım işin güzel yanı o gün aldığım telefonu hala kullanırım annem beğenmedi ama maşallah taş gibi herhalde teknosadan alınabilecek en sağlam ürün bana denk geldibu benim şanslı anımdı ama kesinlikle tavsiye etmem bi kere fiyatlar inanılmaz fahiş,
Yaz,Akşam,kampanyalı olarak 120 liraya sattıkları bir kodak kameravardı şu dikine tutulan hani görmüşsünüzdür bir akrabamızın elinde gördükten ve övgülerini dinledikten sonra babamla birlikte birer tane almaya karar vermiştik bu amaçla istiklal caddesinde teknosa bayisine gittim megavizyonla paylaşılan dükkan ilgili üründen tam da iki tane kalmıştı babama arayıp haber verdim ve kendisinden onay beklerken ürünün kutusunun üzerindeki yazılara filan bakınmaya başladımo anda görevlilerden biri geldi ve oldukça laubali bir şekilde o fotoğraf çekmiyor yannız çekse herkes kodak alırdı heheh gibi bir yorum yaptı benim de salak anıma gelmiş olacak inandım ürünü almaktan vazgeçtim gittimbugün o ürünü elinde gördüğüm akrabamla tekrar konuştum ve gayet de fotoğraf çekebilen bir alet olduğunu öğrendim aynı üründen almak isteyen diğer bir akrabamında diğer bir teknosa bayiinden eli boş döndüğünü bayii çalışanlarının kampanyanın bittiğini söylediklerini öğrendim ilgilenen varsa teknosanın sitesinde kampanya hala devam ediyor gözükmekteöglp yalancı ve muhtemelen yalan söylemeleri teşvik edilen çalışanlara sahip iğrenç bir mağazalar zinciri,
Kış,Öğlen,rezalet satış elemanlarına sahip bir firma fotoraf makinesi satan 3 adama yarım saat micro usb yı anlattım işin garip yanı bana önerdikleri makinenin micro usb girişi olması,
Kış,Akşam,sırf bin lira etmeyen dandik bir telefonu bin liraya sattigi için  bana gidip ayni telefonu bes yüz liraya başka mağazaya aldirtan mağazadir,
Kış,Öğlen,denizli forum çamlık şubesinde bir dizüstü bilgisayar modelinin teknosacomda daha ucuz olduğunu söyleyen arkadaşımao zaman internetten al bilgisayara bişey olduğu zaman internete götürürsün diyebilen küstah satış temsilcisine sahip firma,
Kış,Gece,fiyatını 1200küsür liradan 600küsüre düşürdükleri ve heyecan yaptığım jbl marka bir harici hoparlörü internette 385 liraya buldum halen küfür ediyorum ya aceleye getirsem resmen ayakta silkeleyeceklerdi,
Kış,Öğlen,zamanında philips marka bir kulaklığı bana 60 liraya yazıyla altmış satmış teknoloji mağazasıolay kulaklığın 60 lira olması değil ama başka bir mağazada aynı kulaklığı 20 liraya bulduğumda yaşadığım ben enayiyim duygusu paha biçilemeztamam bir fiyat farkı olabilir belki 10 lira olur 15 lira olur ama böyle birşey hayatımda ne gördüm ne duydum ne de bir daha yaşadım 300 farktan bahsediyorum sözlük tabii durumu görünce dayanamayıp gidip teknosadaki satıcı arkadaşlara biraz veryansın ettim daha bitmedi bir de kulaklık 2 haftasında bozulunca bir daha çok zorda kalmadıkça kapısından bile girmediğim teknoloji mağazasıdır aynı zamandabu olaydan sonra yöneldiğim daha iyi bir alternatifi için vatan bilgisayaredit evet bende de biraz kusur var hiç yapmadığım birşey yapıp fiyat araştırmadan alışveriş yaptım ama bu kadar bahtsız bedevi hissini yaşadığım olmamıştı bir alışveriş sebebiyle ama kaç kişi öyle fiyat araştırıp alışveriş yapıyor ki demek ki tutturabildiğine mantığıyla bir yaklaşım da söz konusu,
Kış,Akşam,mağazalarında paraya asla ihtiyacı olmayan müşterilerin memnuniyeti için kıllarını kıpırdatmayacak adamları özellikle seçip çalıştırdıklarını düşündüğüm teknoloji marketi zira 2 gün önce forum bornova şubelerinden küçük olana bir gireyim de bakınayım dedim ya demez olaydım telefon reyonunda gezinirken gözüme motorola nın android telefonlarından iki tanesi çarptı çok sık karşılaşmıyoruz bu telefonlar ile türkiye de e ben de amerika da yaşamıyorum tabi bilemiyorum nedir bu motorola yı bu kadar övme sebepleri bu adamların diye sormak istedim çağırdım görevliyi dedim şu iki telefonu ver bakalım neymiş ne değilmiş diye fakat adam oralı bile değil anam babam dedi telefonlar çok kötü dokunmatikleri felaket şöyle kötü böyle kötü hani sanarsın adam samsung ne bileyim nokia falan adına çalışıyor sırf da motorola yı kötülüyor sonra dedim al koy bunları yerlerine hiç suratıma bile bakmadan çekmeceye koydu telefonları döndü gitti arkasını adam iyi mi hayır bu tip adamlar üstleri veya amirleri artık her kimse onlar orada olursa etrafınızda döner dururlar yoklarsa dükkan onların ya siz gidin de evlerine gidip ayaklarını uzatıp yatsınlar zaten zamanında da ps3 oynayan çalışanlar vardı teknosa da sonra bıraktılar dedim ben de denemek istiyorum yok kem küm etmeye başlayınca anında mağaza sorumlusuna gittim yok anacım ustlanmaz bunlar valla bak teknosa böylesine muhteşem bir yerdir işte başımızın belası oldular iyice bir tane olumlu hareketlerini görmedim son senelerde sonuç olarak kötü çalışanlara sahip iyileri de vardır elbet tabi müşterinin sözlük anlamından ve memnuniyetinden bihaber olan teknolojik kazık zinciri,
Kış,Akşam,onu bunu bilmem de muhtelif yerlerde 2800 liraya satilan televizyonu 2600e satiyolar burada insan kesesini dusunuyor tabii ki bilemedim,
Kış,Gece,sıkıntılı firmaneden sıkıntılı diyorum şu yüzden  samsung 40c6000r led tv  yi bu adamlar 2199 tl ye sattılar takip ettim biliyorum electro world te o dönemde ürün yoktuneyse2 hafta sonra aynı ürünü 2369 tl ye  ulan niye 2399 değilayrı konu satmaya çalıştılar electro world te 2099 tlye stoklu ürün vardı tabi ordan alıması en mantıklısışimdi soruyorum 2 haftada ne değişti  170 tl zammı neden yaptınız  para mı bitti   sıkıntı bu mu velhasılı kelam  teknosa da olsa darty de olsa bir ürünü alacaksanız fiyatını takip edinsıkıntısı olan fiyatı şişiriyorhepsi bu,
Kış,Öğlen,bugüne kadar ne aldıysam sıkıntı yaşadığım firma ha neden alış veriş yaptın tekrar tekrar diye sorarsanız sebebi bakkal gibi artık her köşe başına dükkan açmaları yani kolay erişilebilir olmalarıydı ama en son bombalarından sonra değil alış veriş yapmak önünden bile geçmem artık adamlar bana harcamayın biriksin biriksin diye diye bu zamana kadar teknosa karttaki puanları harcatmadılar şimdi de kalkmışlar biz o puanları sildik diyorlar nası bi sms email bişey atsaydınız diyorum gazeteye ilan verdik diyolar ulan belki ben gazetenin reklamlarını okumayan bir adamım bundan sonra teknosadan olsa olsa eşe dosta anlatacak kötü deneyim olur crm sunumlarına örnek olur case study olur,
Kış,Akşam,bkz yıl olmuş 2011 hala burdan alışveriş yapan var,
Kış,Akşam,büyük bir hata yapıp belki düzelmiştir umuduyla uzun bir zaman sonra bu saçma sapan yerden acil bir ihtiyacım için küçük bir alışveriş denemesi yapmaya karar verdim sonuç kalabalık olmayan mağazada yardımcı olabilecek birini bulabilmek için verilen uğraş kasada alışveriş yapabilmek için yerinde olmayan kasiyeri bekleyiş bekleme sırasında birden titreyerek kendine geliş ne işim var lan benim burada dedikten sonra alışveriş yapmadan mağazadan kaçışteknosanın hala iş yapıyor olması gerçekten bu ülkenin ayıplarındandır,
Kış,Akşam,dizüstü bilgisayar alacağım zaman teknosa da çalışan bir tanıdığa danışmıştık bize aynen şöyle dediburadan bir şey alınmaz pahalı ve servis hizmeti iyi değil demişti bunu birde çalışan söylüyorsa vay haline orasının düzeltme imla,
Kış,Akşam,yine yeni yeniden sözlüğü yanıltmamış mağaza zinciridir şöyleki aldığım 2 artı 1 ses sisteminin henüz ilk kullanımlarından birinde müzik çalarken bas perdesi  o gergin yer adı neyse artık yırtıldı tabi hemen götürdüm servise teslim ettim 3 hafta sonra işlem tamamlandı diye mesaj geldi gittim almaya hiç birşey yapılmadan geri göndermişler sebebide o kısmın yırtılmasıymış tamamda sorunda bu zaten o kısım neden yırtılıyor aleti dambıl olarak kullanmadık ya müzik dinlerken yırtıldı ve işin ilginci teknosanın açıklaması ürünü getiren firma garanti dışı kalmış diyorsa öyledir biz bir şey diyemeyiz diyorlar yani bu durumda teknosa sadece mekan sahibi birileri ürünlerini belli bir bedel karşılığı burada istedikleri gibi satıp kafalarına göre at koşturuyorlar ben satayım da sonra ne olursa olsun mantığı nerede kaldı markanın değeri ağırlığı bir dahada bu mağazadan içeri adımımı atarsam,
Kış,Sabah,burada defalarca yazıldığı gibi çalışanlarının maalesef yeterli bilgiye sahip olmadığı firmadır tabi burada en başta çalışanları suçlamamak lazım tahminen teknosa da diğer birçok şirket gibi insanlık dışı şartlarda personel çalıştırdığından kelli çalışanlarda asgari düzeyde bir iş memnuniyeti bile yaratamamaktadır en nihayetinde çalışanlarda işlerini gönülsüz yaptıklarından ancak bu kadar fayda verebilmektedirler gerçekten küstah ve bilgisizler bu sınıfa girmemektedir tabi ki zira media center sorduğumda şaşırıp bizde yok diyen bir çalışanının arkasındaki rafta crea media centerların dizili olduğunu görmek beni bu kanaata itmektedir,
Kış,Akşam,siz derdinizi serzeniş ve şikayetinizi mağaza müdürüne anlatırken kıçını dönüp sizi dinlemeden başka işlerle uğraşan çalışanlara sahip kurumsalımsı firmaayrıca teşhir ürünleri rakipleri kadar media markt electro world kurcalatmadıkları gibi satış temsilcileri de sizlere yardımcı olmaz,
Kış,Gece,teknosa hakkında küçük bir öyküyermüşterisert şekilde yok  şu anda işlem yapıyorum yardımcı olamam müşterio zaman sizde gidin üst kattan alın orada üç kasa açık müşteri teknosadan memnunlar da varmışya da teknosa çalışanı sözlük yazarı vs vs,
Kış,Öğlen,başka firmalar 3 ayda bir portör muayenesi yapar bunlar da 3 ayda bir top sakal muayenesi yapıyorlar sanırım arkadaş şöyle temiz yüzlü bir çalışan yok alayı sakallı,
Kış,Öğlen,seçenek sunup seçtirmeyen web sitesine sahip firma web sitesine üye kaydı yapmaya çalıştığınızda alt sıralarda opsiyonel olarak tick atılmayı bekleyen küçük bir kutucuk yer alıyor yanında da şöyle bir açıklama üşenmeyip denedim farklı tarayıcılarla ilginç şeyler oluyor firefoxta yukarıdaki sorun olurken chromeda kullanıcı ismimi bile kabul ettiremedim en sorunsuzu eski ie7 çıktı enteresan teknoloji marketiydi bir de burası değil mi hımmm,
Kış,Öğlen,ürünfiyatteknik servis olarak benzeri magazaların çok gerisindedirpazarı tekelinde hissettiği için de bu durumu düzeltmek için hiçbirşer yapmaz,
Kış,Akşam,radyoda duyduğum son reklamında satış sonrası hizmete önem verenler teknosaya gelir benzeri birşeyler diyor bu arkadaşlardan hayatımda bir kere alışveriş yaptım geçenlerde ve şarj edilebilir pil aldım kasadaki eleman herhangi bir sorun çıkarsa kendilerini rahatsiz etmeyip doğrudan ithalatçı firmayla temasa geçmem gerektiğini söyledi satış sonrası hizmetini sevdiğimin yalancıları sizi,
Kış,Akşam,buradan bir şey alacaksanız önce araştırın derim creative 51 ses sistemi satış fiyatı 185 tl aynı ürün satürnde 99 tl başka bir elektronik mağazada ise 120 tl yazıktır günahtır paranızı sokağa atın en azından bi kaç gariban bulur da sevinir,
Kış,Öğlen,gidersin bir mağazasına diyelim bir dvd player almak istersin indirimli etiketi görürsün marka da iyidir aha bu dersin alırsın kutuyu kasaya gidersin barkodu okutur üstü çizilmiş indirimsiz fiyatı söyler kampanya kartlarına şu kadarmış ben filanca kartla alacağım indirimli olmalı dersen yoo indirim yok ki onlarda derler sonra gider kendisi bakar etikete alır gelir yanında da bir kaç personel daha yok kavga çıkar filan diye değil ağbi vallahi o kampanya bitti o etiket yanlış diye koro halinde çığırmak hatta ağlaşmak için sinirin bozulur çıkarsınbir diğer şubesine gidersin hem çeşit boldur hem de hani bir şeyler yolunda gider diye daha iyi bir dvd ilkinin indirimli fiyatından 20 lira pahalı süper ama o ne açılmamış ambalajlısı yoktur aynı müşterinin başına toplanmış vallahi korosu orda da vardır birini çağırırsın şöyle bir bakar rafa onun yerine şu iki modeli var beğenirseniz onlara bakın der gider bir de mağazanın sorumlusu mudur nedir herif sinirle alırsın o sergilenmek üzere konmuş olan aleti kasaya gidersin şunun kablolarını ve kumandasını alayım da gideyim diye herkesin ona sorular sorduğu bir kızcağız  ki yorgunluk üzerinden akmaktadır  gider arkadan ambalajı açılmamış bir tane bulur getirir hemen size olmadığını kim söyledi der bakarsın o tipi göremezsin kusura bakmayın aslında ürünler var gerekirse açılmamışını da getirtiriz der öğlenki sinir yerini bir tür utanmışlığa bırakmaya başlar neyse ödeme alınır teknosakartta ne kadar alışveriş biriktiğini öğrenmek isterken öyle bir bilgi olmuyor yanıtı gelir ama izmirde alışveriş yaparken 1000 tllik alışveriş birikirse 100 tl hediye çeki verileceği söylendi derseniz öyle bir şey yok denirfesupanallah neyse boşverilir evde internetten girip bilgi almaya çalışırken bir de görülür ki alışverişe çek kampanyası ay sonunda bitmektedir çağrı merkezi aranıp hediye çekinin nasıl alınacağı sorulur o hediye çeki yalnızca telefon hattımızdan ya da internet sitemizden gerçekleştirdiğiniz alımlarda kazanılan puanlara bağlı mağazalardan yaptığınız alışverişler hediye çeki kazandırmaz denirvelhasıl kimin ne yaptığının belli olmadığı bir şirkettir gidin allahınızı seversenizeklemeilgili olduklarının hakkını vermeliyim şu etiket olayını sitelerindeki iletişim kutularını doldurarak iletmiştim bugün aradılar sizlerin de bilgisi olsun tüketici hakları gereği o etiket üzerinden işlem yapmaları gerekiyor ha yapmıyorlar mı mağazadayken müşteri hizmetleri numarasını arayıp bildirmeniz durumunda onlar ilgileniyormuş hatta üzerinden bir gün geçmesine rağmen bana da aynı oynatıcıyı belirttiğim indirimli fiyattan satabileceklerini söylediler şu teknopuan ve hediye çeki konusuna gelince o izmirde pilot uygulama olarak yapılmış ancak daha sonra vazgeçilmiş şu an yalnızca internet ve telefon hattı üzerinden yapılan alımlarda hediye çeki kazanılıyormuş o da zaten ay sonunda bitiyor görünüyor,
Kış,Gece,öncelikle şunu belirtmek istiyorum çalışan kişilerin gerçekten ilgili oldukları bölümler hakkında yeterli bilgiye sahip olduğunu kesinlikle düşünmüyorumbunu hepsine yöneltmek istemiyorum ama karşılaştıklarımın bir çoğu o şekildeayrıca müşteri ile senlibenli lakayık olmaları yakışıksızbir kaç gün önce cevahir teknosadaki elemanın müşterilerden birineyıl 2007 şubat ayı yeni bir bilgisayar almaya karar verdiko günlerde bilgisayarlar hakkında pek detaylı bir bilgim yokhani desem ki kendim toplayım bilgisayarı özelliklerini ona göre belirleyimyok hazır kasa alayım daha iyi hem uğraş vermezbu fikir içerisine düştükten sonra babamı ve kardeşimi de yanıma alarak kadıköy bahariye teknosa şubesine gittikcasper marka ve o zamanın yüksek sayılacak özelliklerinde bir bilgisayar aldık sırtladık yola koyuldukbilgisayarı alırken aman efendim hoş geldiniz buyrun ben yardımcı olayımlarbir izettler bir ikramlar görmeye dur eve geldikten sonra bilgisayarı kurdukpowera bastık 2 dk oldu pc açılmadı bekle bekle yok olmuyordedik yanlış mı bağladık ne oldu vs yokardından öyle böyle derken açtık kullanıyoruz bilgisayarıertesi gün kendi kendine kapanmalariçinden yüksek derecede sanki çim biçme pervanesinden çıkan ses gibi  sesler gelmeye başladıama o zamanlar sıfırım zerre kadar anlamam donanımdan vsardından bilgisayar gittiaçılmıyor mavi ekran hatları veriyor vsteknosayı aradım ve bize bilgisayarı satarken pervane olan arkadaşı istedimadı x olsunx arkadaş geldi bişey olmaz vs ilk açılışlarda olurzamanla geçer vs gibisinden birşeyler söyledi bende tamam dedim ne diyim cahilim bu konuda ulan sanki bilgisayar sinüzit felan oldu dinlensin koşmasın kafasını ıslak bırakmasın gibisinden tabi dediği olmadı x beyintekrar aradım ve xi telefona istedim ve dediler ki x yok başka şubeye gitti burda çalışmıycakiyi dedim telefondakine anlattım durumu getirin dediler bakalım servise yollarız vsbu olaylar bilgisayarı alalı bir hafta içerisinde oluyor bu aradaneyse götürdüm bilgisayarı içeri girdimbakar mısınız diyorum ilgilenen yok adamlar o elindeki kutu nedir vs hiç bişey diyen yokkime söylesem bir dk beyfendi biraz sonra beyfendibenim bilgim yok beyfendi vsdoğal olarak sinirlendim ve bağırdım açıkcasıtabi bağırınca içeriden birileri geldi durumu söyledim hemen zorunlu olarak ilgilendilerardından şikayet formu vs doldurduktan sonra bilgisayar servise gittibir hafta sonra servisten gelmişgittim mağazadan teslim aldım eve geldim çalıştırdımarıza tespit ve yapılan işlemleri okudum vs vsbilgisayar iki hafta sonra tekrar bozuldu bu sefer maceram casperda devam etti devamı casperda,
Kış,Akşam,bilgisayar listesinde bir sony bilgisayara tıklayıp özelliklerine bakayım dedimekran özelliği gibi altında bi zilyon tane açıklama olması gereken bi başlığın yanına sadece geniş ekran yazıp geçiştiren bir siteye sahip teknoloji zinciri   ,
Kış,Sabah,6000 metrekarelik ufacik bir dukkan actilar gecen hafta galiba cevahirde bizim bakkal dukkanimiz da oyle iki dirhem bir cekirdekti iste ayrica zararina satip rakiplerimi batiracagim demek ozellikle de o ismin sonunda sa eki oldugunda ticaretle ne kadar istirak icinde olundugunu gosteriyor rakibi batirmak diye bir ticari amac olmaz olamaz izlenilen politikalarin sonucunda bu gerceklestirilir bunlar strateji olur ancak fakat zararina satisi dusunmek zaten ticareti basindan bilmemekten ibarettir kucuk baligin zaten koparilacak yeri yoktur buyuk balik etlerinden biraz kaybetse de bir sey olmaz zira edecegi zararlar onun genel yapisi icinde cok ufak kalir hatta too big to fail diye boyutun onemini ve sistemin carpikligini anlatan bir kitabi da var andrew ross sorkinin ticaret oyle 24 saatte atinayi aliriz oglum sonuc super olur inanin media markt dize gelir saturn emekler electro world ip atlar oh yea,
Kış,Sabah,20 indirime giren bimekste indirimli fiyatı 136 tl olan fakat sadece teşhirdeki problemli ürünü kaldığı için vazgeçilerek olmaz ama bir de oraya bakalım düşüncesiyle gidildiğinde aynı ürünün 139 tllik normal satış fiyatıyla şaşırtan mağaza,
Kış,Sabah,mağaza personeli ile kıyaslanamayacak kadar iyi çalışan bir müşteri hizmetlerine sahip mağazamağazada istediğim ürünün başka bir rengini sordum kontrol ettiler ve bizde var dediler turuncu giymiş bir personelden getirmesini rica ettim personel 10 dk sonra gelip bulamadım depo çok karışık 15 saat sonra gelin dedi 15 saat sonra da etrafta işsiz güçsüz dolanmaya devam etti aslında mealen ulan ne güzel yatıyordum nereden çıktınız şimdi onu bulmakla uğraşamam ki mağaza da babamın değil ya bi sktirin gidin demek istediasabım bozulunca internette teknosaya 12 küfür salladımsonra müşteri hizmetlerini aradımsündürmeden dolandırmadan süründürmeden biz rapor ediyoruz şikayetiniz bildirilecektir gibi gereksiz cümleler yerine direk olarak bir personele telefonu vermemi istedi ve onunla konuştu sonuç ürün 3 dk içinde elimdeydi 15 saatte bulunacak ürünü başka bir elaman 3 dikakada buldu getirdi  müşteri hizmetleri telefondan benim yüzyüze başaramadığımı yaptırdıbenim beceriksizliğim mi yoksa müşteri hizmetlerinin başarısı mı karar veremedimha bir de dün salladığım küfürden dolayı olacak heralde az önce teknosa twitterdan mention atmış dm ile iletişim bilgilerizi atın müşteri hizmetlerimiz yardım etsin diyorne diyeyim bilemedim ki öyle mağaza personeline böyle müşteri hizmetleri,
Kış,Öğlen,sattıkları kablonun bile ne işe yaradığını bilmeyen elemanların çalıştığı firmafiyatlarda uçukaldığınız ürünü açmazsanız iade edebiliyorsunuz diyorlar da açmadan arızasını nasıl tespit edebileceğim konusunda yardımcı olamıyorlaryalnızca tv alacak olanlara tavsiye ederim  gidin bir teknosa teşhirinde beğenin  beğendiğiniz ürünü başka bir mağazadan alın,
Kış,Öğlen,ürün iadesi konusunda sabıkalı şirket onun için alışverişlerde aman dikkat buralardan alışveri eden herkesin elbet bir iade etmeedememe hikayesi vardır onu geçtim şu anda sanayi bakanlığında ilgili genel müdürlükte haklarında verilen klasörlerce şikayet dosyası bulunmakta,
Kış,Öğlen,ucuz bişiler alınacaksa güzel mağazadır uygun fiyata güzel modemler ve aza tamah etmecilik harddiskler falan var ama ne zaman ki iyi bişi alıyım böyle 3 sene işime yarasın en az dersiniz o zaman onla ilgili teknosada hiç bişi bulunmaz 2tb harddisk bulamadım medimarkttan aldım zamanında 4 çekirdekli laptop aradım bulamadım bimeks ten aldım,
İlkbahar,Sabah,dizustu bilgisayarlardan birinin islemcisinin islemci frekansini sordugumda  abi herkes ayni seyi soruyo ne onemi var i3 iste diyebilen personellerin calistigi sirkethayir bi de adam bilgisayar egitim uzmani oldugunu iddia etti isin en komik tarafi da bu,
İlkbahar,Sabah,fiyat performansı açısından oldukça tuzlu olan tekno market bir traş makinesi 180 lira fiyat biçen teknosaya nazaran golda girip aynı ürünü 107 lira olarak gördüğümde gözlerime inanamadım böyle bir giydirme olamaz,
İlkbahar,Öğlen,diğer elektronik marketlere göre biraz kazık ama ara sıra güzel kampanyaları olmuyor değil,
İlkbahar,Sabah,en az 10 gündür sitesi bozuk olan sitedeki ürün kategorileri incelenmek istendiğinde sürekli hata veren teknoloci şeysiedit ekşi sözlükte söylenmek hala ses getiriyor gibi an itibariyle site düzelmiş durumda,
İlkbahar,Öğlen,tek bir şubesinden yola çıkarak bu kanıya varmak ne derece doğrudur bilmiyorum ama en azından personel standartları açısından düşündürücü bir örnek olması açısından kayda değer müşteri memnuniyeti hakkında kafası karışık olan tegnoloji mağazaları zinciriadapazarı çark caddesi şubesinden kampanyada olan 35 tllik bi mikrofonlu headset aldım iki adımlık yerde çalıştığımdan kendi mağazama gelince pakedi açtım kulaklık kulaklığın etrafına kelepçelenen stayla paketten çıkartıp kulağım çevresine takmaya niyetlenirken ürün iki parçaya ayrıldı oha diyerek teknosaya döndümproblemimi açıkladım ürünü henüz aldığımı mağazaya gidince açıp taktığımda öküz olmadığımı belirterek ilk dokunuşumda kırıldığını belirttim bişey yapamayacaklarını ürünün açıldığını o yüzden iade ya da değişim yapamayacaklarını söylediler kasadaki görevli ısrar etmem üzerine mağaza müdürünü çağırdı ona da derdimi anlattım işlemin imkansız olduğu dışında hiçbir şey söylemedi bunun üzerine cadde üzerinde bir mağazada çalıştığımı müşteri memnuniyeti için neyin yapılıp neyin yapılamayacağını iyi bildiğimi belirttikten sonra karşımdaki iki personel dışında biz tartışırken bizi izleyen diğer üç personel vs ben şeklinde bir tartışmamız oldu 5i de karşıma geçmiş sırayla konuşuyorlar yapıcı tek cümle yok bağırmaya başladı müdür sen bildiğini zannediyorsun ama olmuyo öyle o işler eğer ürün kullanılmamış olsa iadedeğişim alınabilirdi ama şimdi alamam ben de şunda anlaşamadık ki ürün açıldığından problem ortaya çıktı zaten peki dedim verim ürünümü ama yapılması gereken neyse de yaparım sizin yaptığınız zorluk çıkartmaktan başka bir şey değil dedim bi saniye dedi yanındaki personelden aynı ürünün yenisini istedi ben de problemin üründe olduğunu aynı üründe aynı sorunun çıkma olasılığının yüksek olduğunun ve tüm bu tartışmayı tekrar yaşamayı istemediğimi belirttim ama siz de çözüm için çalışmıyorsunuz dedi iyice bozardım tamam yenisini verin dedim ben de diğer şubenizde değiştiririm bu sefer adam bozardı bunu bana söyleyip yapacaksınız öyle mi dedi evet dedim ürünü değiştirdiğinize göre kural dışı bir şey değil ben de sizden aldığım ürünü diğer şubenizde değiştirebiliyorsam sorun yok demektir dedim müdür tamam dedi kartımı istedi aldı iadeyiben aldığım üründen memnun kalmadıysam değiştirebilmeliyim tamam 35 tllik ürün alıp kalite beklemek yersiz ama ben hizmet alacaksam bunu yaptığım alışverişin büyüklüğü belirleyecekse öyle müşteri memnuniyetine kafam girsin ürünü aldım daha dokunduğum an elimde kaldı diyorum bişi yapamayız diyorlar üstüne üstlük karşımda bana doğru çemkiren 5 adet satış danışmanı bir adet müdür buluyorum problemi çözmek yerine sen  diyorlar yanlış biliyosun amk ne olursa olsun müşteriyim arkadaşım ben seni hayatımda ilk kez gördüm ben sen ne demek şu sohbetten ne kadar nefret etsem de benim de yaptığım iş gereği dikkat etmem gereken hitap üslup kuralları mevcut aynı sektördeyiz bu 5 arkadaşla ama zaten tartışma halinde olduğun müşteriye hem sen diye hitap ediyor hem de bilmediğini direkt olarak söyleyebiliyorsan çıkacak tek sonuç şudur benim satış sikimde değil benim müşteri sikimde değilbir daha adımımı atmadığım tegnoloji mağazaları şeysi,
İlkbahar,Gece,kayıt dışı telefon satan şirket kesinlikle tavsiye edilmemektedir 2 hafta önce aldığım telefona gelen mesajda telefonumun kayıtlı olmadığı ve kullanıma kapatılacağı yazıyor teknosa bunu nasıl yapabiliyor bu konuda kendilerine nasıl yaptırım uygulanmıyor gerçekten anlayamıyorum,
İlkbahar,Gece,şişli cevoya girilir speedlink black widow game pad alınırfiyat  9490 tldirdemirören istiklal merak edilir içeri girilir saturne şöyle bir göz atılırken aynı ürün görülürfiyat  74 tldirşok olunur teknosaya sövülürherkes için fahiş fiyatteşekkürler teknosa ası uzatılarak,
İlkbahar,Sabah,markafoni gibi bir marka milleti kazıkladıkça herkes gelip buraya anısını yazıyor ama kimse de lan dur bu sefer gitmeyim oraya demiyor yine gidip yine alıp yine buraya kötüleyecek yorum yazıyor ya bi bağımlılık durumu var yada sözlüğe satın almadan önce bakılmıyo anca satın aldıktan sonra girilip bakılıyo,
İlkbahar,Öğlen,vermedigi halde teknik servisten yenisi teslim edilen urunun yenisinin de fisini verdigini iddia eden ve bunda inat etmekten cekinmeyen calısanlara sahip firmagerizekalı degilim mouse verdiniz ve kutusu aynen duruyor icinde sadece garanti belgesi var o zaman ne yeni fis verildi ne garanti belgem yazıldı cizildi ne de eski fis verildi banayine bana logitech genel merkezi ile konusup cozumu oyle halletirmek kalacak sanırımbir daha kendilerinden urun alırsam cumle alem beni siksin demistim sozumun arkasındayım ama bu mouse sorunsuz calısana kadar da yakanızdayım yok oyle biz fisi verdik fis sizde degilse bizi ilgilendirmez biz bakamayız demeler dalga mı geciliyor adamlaayrıca buradan veya sikayetvarcomdan sikayet edince ve urunu almaya gidince ilk seferde magazada basından beri problemle ilgilenen hanım sunu soyledi bkz teknosafrtslck,
