Season,Time,Content,Sentiment
Kış,Öğlen,her zaman olduğu gibi ürünlerimizi sepete attık indirim bekliyoruz okuyun birader burayı hoppek 25i kodular yine tamam da siteye girilmiyor arkadaşım yapmayın yahu,
Kış,Öğlen,web sitesine bir an önce mavi bilgisayarda olduğu gibi sistem topla bölümü koyması gereken firmadır evet yapılsın bu,
Kış,Sabah,dün bir harddisk için 5 lira fazla verdim ve kargo bedava olduğunda internet sitesinden alışveriş etmek mağazadan alışveriş etmeye göre daha iyiymiş bunu anladım artık mağazaya gitmem internet sitesinden alırım ben de,
Kış,Öğlen,bilgisayar toplayacaksanız elinizde world card da varsa hiç durmadan internetten sipariş vermeniz gereken teknoloji zinciridir bu şartlar altında bir bilgisayar kasasını piyasanın çok altında toplayabilirsiniz ve internet siparişleri konusunda aşmış görünüyorlar cuma akşam verilen sipariş cumartesi sabah elinizde olabiliyor yalnız sakın monitörü de burdan alayım bir de tv lazım bana olaylarına girmeyin bilgisayar kasasını kucakladığınız gibi kaçarak uzaklaşın zira bilgisayar parçası dışındaki ürünlerindeki fiyatlar o kadar cep dostu değilyakın zamanda eskişehire bir notebook bayisi açmışlar ama çok küçük bir mekan umarım bu bir başlangıçtır ve daha büyük bir yerde notebook ile sınırlı olmayan bir mağazayı eskişehire de kısa süre içinde açarlar ama internet mağazası bu kadar iyi olduğu sürece çok da gerekli değil gibi,
Kış,Sabah,visa olmasına rağmen bank of america kredi kartımı kabul etmeyen kurum,
Kış,Sabah,mağaza ve çalışanlarının kendilerine has bir ruhsuzluğu var senelerdir bu çizgilerini bozmuyorlar istikrarlı insanlar,
Kış,Sabah,15 tb wdyi 140 liraya satan yer e güzel baba aldık bi tane,
İlkbahar,Gece,palmiye avmde ki vatan bilgisayara dogum gunumde gitmistim gaming mouse almak icin 1 hafta 18 indirimin son gunuydu ancak sistemin yavasligi ve kasiyerler yuzunden 10 kisilik sirayi 45 dk bekledim onun disinda bornovada ki vatan bilgisayardan memnunum,
İlkbahar,Gece,türkiyenin ilk bilgisayar mağazasını taksim elmadağda açan şirket taksim elmadağdaki  ilk mağaza yanındaki dükkanları da bünyesine katarak hala faaliyetine devam etmektedir,
İlkbahar,Sabah,üzerinde hızlı gönderi yazan ürünleri kampanyalı olarak alırsanız yavaş gönderi prosedürü uyguluyorlarmüşteri hizmetlerinden konuştuğum hanımefendi aynen böyle söyledi hızlı gönderinin mantığı nedir ellerine paketlemeye hazır halde bulundurursun ürünü hatta paketli sipariş geldiği anda adresi yazar kargoya verirsin ama kampanyalı alır ise müşteri o bekleyenlerden yollamıyor size ayrıca depolarına sipariş veriyorlar onlar kampanyadan yararlanmayan biraz daha fazla para verenverecek müşterileri bekliyorbaştan dese ki kampanya budur ama faydalanana ikinci sınıf muamelesi yapacak kadar edepsiziz biz de ona göre davranırdık ne bilekkampanya dediğin de kdv bizden kampanyası mı ne yani atla deve değil,
İlkbahar,Akşam,çok enteresan bir teknik servise sahip firma bugüne kadar hep elektronik alışverişlerimde teknik servisi iyidir diye tercih ediyordum fakat teknik servise ilk kez ihtiyacım olduğu anda beni üzerek göz yaşlarına gark etmiştir bilgisayarımda teknik bir problem mevcut ve bunu benim teknik servis elemanıyla birçok teknik sözcükle görüşerek anlatmam gerekiyor ama yok elemanla görüşemiyorum ergenin biri bana sıkıntımın ne olduğunu soruyor ve birkaç cümleyle sisteme giriyor ulan oğlum ben sana ne diyeyim şimdi desem de ne anlayacaksın da oraya ne yazacaksın neyse iyi tamam dedim sıkıntımı anlattım ama 23 cümleyle özetlenebilecek bir olay değil son derece teknik bir sıkıntı pc anakartı ekran kartı bios üçlüsü etrafında dönen bir sorun akşam kurtlandım sakın format atmayın demiştim bari arayayım bir daha altını çizeyim hem de arızalı parça varsa söylesinler de alternatiflerine bakınayım webden dedim aradım ama kadının biri teknik servis elemanlarıyla telefon görüşmesi yapılamayacağını kendilerine iletirsem onlara aktaracağını söyledi ebenin amı ali sami ulan iki hergeleyi abd başkanı yaptılar hayret bir olay kalktım gittim bu sefer kilometrelerce yolu arabamla dünyanın benzinini yakarak teknik servise indim uzun saçlı kız çocuğu görünümlü bir oğlan tam bir şey söyleyecem ağzımı açtım 1dk ilgilenecem dedi ağzıma soktu lafı  sonra tekrar ağzımı açtım öğlen pc bırakmıştım 1 dk ilgilenecem dedi ağzıma soktu tekrar sabırla bekledim ukala bir ifadeyle suratıma bakmaya başladı böyle böyle sıkıntım vardı dedim anlatıyorum arızalı parça varsa ben de şimdi satın alayım işim hızlanır hem henüz sizin pc ye bakmadık demesin mi kafamdan aşağı kaynar sular boşaldı ulan estağfurullah dedim besmele çektim allah tarafından bir sabır indi bana bilader benim sorunum böyleken böyle bak teknik bir sıkıntı ince ayrıntı dedim yani yapamayacaksanız alayım pc yi demeye getirdim eleman çok emin bir tavırla halledebileceğini söyledi üstelik daha sorunumu benim ağzımdan dinlemeden ben anlatıyorum bak böyle oldu böyle oldu lafımı kesti biz hallederize getirdi ama beni dinlemeden de halledemeyecek biliyorum çünkü onun yapacaklarını ben zaten yapmışım beni giriş seviyesi bir kullanıcı sanıyor neyse beni susturdu ukala herif yarın gün içinde de teslim edecekmiş buraya yazıyorum sözlük bu uzun saçlı oğlan çocuğu benim pc yi yarın onarıp teslim ederse bütün kötü niyetlerim götüme girsin  ama yarın bir olumsuzluk olursa o elemanla ilgili planlarımı hayata geçireceğim ve vatancomputere sanal alemde elimden geldiğince yaptırımlarda bulunacağım diğer müşterileri bilinçlendirebilmek adına hatta dava yoluna da gidebilirim hadi hayırlısı,
İlkbahar,Gece,vatan bilgisayardan alışveriş yapmanın iki ön koşulu vardır world card sahibi olmalısınız ayda 12 defainternet mağazasında daha fazla yapılan 18 kdv bizden ya da 25 indirimlerini takip etmek gerekirbunun dışında world card sahiplerine yönelik her zaman uygulanan 8lik indirimden dahi faydalansanız yapacağınız alışverişler fiyat bakımından ya piyasanın üstünde yada hemen hemen eşit seviyede olur mağazalardaki indirimlerden nakit ile faydalanmayı düşünürseniz ki bu en fazla 18 kdv bizden indirimini kapsar alacağınız ürünün piyasa fiyatı ile karşılaştırıldığında çok ama çok az bir indirim farkı için elinizdeki sıcak parayı vatan bilgisayara gömmüş olursunuz,
İlkbahar,Sabah,eğer bütün gününüzü bankanızla vatan bilgisayarın ukala ve antipatik telefon servisiyle ve açlımayan bir internet sisteminin vereceği bilimum hataları görerek geçirmek istiyorsanız adresiniz vatan bilgisayarhepinizin allah belasını versin lan sayfalarca yazarım ama ekşisözlükten mahrum kalmak istemiyorumacı çekin hepiniz,
İlkbahar,Sabah,müşteri hizmetleri teknik servisi ve bozuk bir laptop konu olduğunda işleme dahil olan her çalışanın kalitesizlik ilkesi ile insanı çıldırttığı teknoloji marketiinternetten siparişi verilen ve geçen hafta elime ulaşan packard bell marka laptop kutusundan arızalı çıktı power tuşuna bastığımda açılmak için kendi içinde oldukça uğraştığı belli olan ama bir türlü başaramayan laptop 1 saatlik denemelerim sonucunda yine aynı sonucu vermeye devam etti vatan bilgisayar müşteri temsilcisini aradığımda ups aracılığıyla yollamam gerektiğini ve ürün arızalı bulunduğu takdirde derhal yenisinin gönderileceği söylendi yapılması gerekeni yaptım ve geçtiğimiz cuma günü arızalı laptop ellerine ulaştı fakat ben bu ulaşımı upsin fonksiyonel sitesinden takip etmemiş olsam vatan bilgisayar bana ürünün onlara ulaştığına dair hiç bir dönüş yapmadığı için bilemeyecektim pazartesi günü aradığımda kaydın alındığını ve bana bu konuda acilen geri dönüş yapılacağını söyleyen müşteri temsilcisini bu sabah aradığımda ise 15 gün içinde ürünün değişiminin yapılacağını duydum telefondaki bayan her şeyden habersiz konuşuyordu sorularıma laptopunuzun arızalı olduğu teknik ekip tarafından onaylandığında işlem başlayacak dendi halbuki sorun basit açılmıyor bile açmakapama tuşuna bastığında karanlık ekranla hayatına devam eden bir laptopta problem olduğunu anlamak için bilgisayar mühendisi olmaya veya zeka sahibi bir çalışan olmaya gerek yok eskimiş ve çalışmayan laptop yerine aldığım arızalı vatan ürünün bu denli beni mağdur etmesi sebebiyle tüm işlerim aksadı ve hala geri dönüş alamıyorum üstüne üstlük haksızmışım gibi peşlerinde koşturan ben oluyorum,
İlkbahar,Öğlen,bugün internetten yapılan tüm alışverişlere 25 indirim uygulayan yer,
İlkbahar,Öğlen,indirim konusunda en iyi mağazalardan biridir nintendo 3ds bir çok mağazada 800 tlye satılırken şu an vatan bilgisayarda 600 tlye satılmaktadır şöyle kötü bir yanı var yalnız sadece worldcard sahiplerine,
İlkbahar,Gece,i7 200 ghz 4 ddr 1 ekran 500 gb hard disk gibi bir asus aldım bugün gold birebir aynısını 2329 a veriyodu 1696 ya5 taksit yapıp mutlu oldumedit ahan da tam olsun diye,
İlkbahar,Gece,27 nisan 2011e özel olan 25 indirim sadece world card ile 56 taksitle yapılan alışverişlerde geçerli o yüzden world cardınız yoksa boşuna heveslenmeyin hatta nakit ödemeye de indirim yapılmıyor sadece az önce bahsettiğim yöntemde 25 indirim varbu saçmalık dolayısıyla kasalarda çok fazla tartışma çıkıyor adam alışverişini yapıp kasaya geliyor ve 25 indirim istiyor ancak sadece world carda 56 taksitli ödemede indirim yapılıyor bu yüzden mağdur olan tipler kasada tartışma çıkarıyorlar genelde56 olarak yazdım çünkü ana sayfada 5 taksit ürün sayfalarında 6 taksit yazıyor,
İlkbahar,Gece,worldcard sahibi değilseniz gün itibariyle pek de bi numarası olmayan firma,
İlkbahar,Gece,worldcard mağazada 5internette 6 taksitle çalışmaktadır27 nisan 2011 tarihli kampanya indirimi internette değil sadece mağazada geçerlidirşişirilmiş fiyatların üzerine indirim yapmadığını takip ettiğim ürünlerdeki bariz indirimlerden şahit olduğum teknoloji firması,
İlkbahar,Sabah,zamanında tekel ayarındaki teknoloji mağazası o zamanlar kadıköye göre 20 ye yakın fiyat farkı vardı müşteri memnuniyetide fena değildir biraz nazlıdır ama hiçbir değişim ve iade de sorun çıkartmadı sağolsun,
İlkbahar,Sabah,değiştirme kartı uygulaması bulunmayan mağaza faturayla gelin diyollar hediye nedir bilmiyollar,
İlkbahar,Akşam,teknomarketler genelde satış sorumlusu kişilerin bilgisizliği yüzünden sıkça eleştirilirler ben vatanda şöyle bir olaya şahit oldumamcanın biri verbatim azo 16x 50lik yazılabilir dvd kutusunu eline alır ve görevliye sorariçindeki bir madde dvdnin daha dayanıklı olmasını sağlıyorişte ben burada hayret ettim yani teknosada şuradaki televizyonun uzaktan kumandası ne işe yarar acaba diye sorsan televizyonun altındaki küçük bilgi kağıdından okumadan cevap verebilecek adam bulamazken vatanda böyle birilerine rastlamak hoşuma gitti,
İlkbahar,Öğlen,internet sitesinden ürünlere baktığında sayfanın açılması ve tıklanmasına göre fiyatlarını değiştirebilen bir ürün için çeşitli kredi kartlarına göre farklı fiyatları olabilen firma bir hafta öncesinde 200 tl olan ürünün fiyatı kampanyayla düşeceği yerde bu internet sitesinde tıklanmasına göre artabiliyordur ha bir ürün aldım şimdilik memnunum fakat bu ürünlerin fiyatının yükselmesi ve de her karta farklı fiyat stratejilerini sevmiyorum,
İlkbahar,Öğlen,online alışverişin sanıldığı kadar online olmadığı firmawebsayfasında gördüğünüz ve siparişini verdiğiniz bir ürün için şu anda tedarik aşamasında diyen call centerı şarlıyorsunuz ama nafile elinizde yoksa stokta yok yazarsınız kardeşim cümlesi feza da yankılanıyor sonuç pazartesi elinizde olurbir tane iphone 4 kılıfı ile bir tane sd kartın gelmesi bir hafta sürer mi bence sürmemeli illa vatandan alacaksanız gidin mağazadan alın,
İlkbahar,Gece,internet sitelerindeki ürün fiyatlarına kdv hariç fiyatı kocaman harflerle yazıp kdv yi önemsiz bir ayrıntı gibi küçük harflerle yazan fiyatını sanki daha ucuzmuş gibi göstermeye çalışan şirket,
İlkbahar,Öğlen,sivasa bir şubesi açılacak olan şirket,
Sonbahar,Akşam,dün yapmış oldukları  kampanyadahilinde internet mağzasından aldığım harici hardiski bugün teslim eden firmadır şaşırdım behzat şok oldum inan bana ben 2 hafta beklerim diyordum sen bugün getirdin yiğidi öldürsen de bazen hakkını vermek gerekirmiş afferim lan behzat,
Sonbahar,Sabah,2 yıl önce bostancı mağazasından aldığım bir ürünün garanti süresinin bitmesine sayılı günler kala bulamadığım faturasının bir kopyasını aslı gibidir diye kaşeleyip imzalayıp eposta adresime yollayarak müşteri memnuniyeti denen şeyin ne olduğunu hatırlatmıştır,
Sonbahar,Sabah,peşin paraya yapmadığı indirimi belirli bir kredi kartına yapıp üstüne 5 de taksit yapan yer,
Sonbahar,Sabah,ürünlerin bulunabilirliği açısından piyasadaki diğer tekno mağazaları geride bırakabilmiş hiperstoreama hala kampanyalı ürünlerini bile daha iyi bir fiyatta başka mağazada görmeniz mümkünsadece kurumsal o var,
Kış,Sabah,bugün tüm ürünlerde 25 indirim uygulayan teknoloji mağazası zinciridir alacağım televizyonun fiyatı yaklaşık 115tl düştü böyleceedit ya ben lan neyse bir şey demiyorum,
Sonbahar,Öğlen,geçen hafta kampanyalı fiyatla 490 liraya aldığım monitörün bugün yeni başlayan bir kampanya ile 401 liraya indiğini gördüm adamlar kampanyadan aldım diye bir haftadır teslim de etmediler  şaka gibi ya bugün bir önceki siparişimi iptal ettirip yeni fiyattan tekrar alacağım bir hafta sonra bakalım fiyatı 300e inecek miözetle buradan birşey almadan önce biraz bekleyin biraz daha bekleyin fiyatı bir hafta içinde bir günlüğüne de olsa mutlaka düşecektir zaman zaman patlayabilir tabi bu bekleme işi ama bence bekleyin lakin en çok satın aldıktan sonra bekleyeceksiniz çünkü stoktaki ürünü aynı ildeki tüketicisine bir haftada teslim edebilen bir prosedüre sahipler,
Kış,Öğlen,eğer ki bir mağazalarına gidip bir diğer şubeden getirtilmek üzere bir ürün siparişi verirseniz hele bu ürün iyi özellikleri sebebiyle pek popüler ise gelince kenara ayırırlar garanti olur diye düşünüp parasını hemen vermeyin ürününüz gelince ödeme yapın aksi takdirde ürün geldiğinde nasılsa parayı aldık çaktırmayalım mağazaya birileri gelirse ona da satarız buna da ürününüz henüz gelmedi yolda der bi tane daha getirtiriz diye düşünebilirler üç gün içerisinde geleceğini söyledikleri ürününüzün ulaştığını size haber vermeyip ikinci haftanın sonunda siz artık bilmemkaçıncı defa aradığınızda burada bi tane dikkatboşta duruyordikkat isterseniz gelin alın diyebilirlergaziantepten ankaraya getirtiyorsunuz arkadaş karayoluyla 675 kilometre uçakla bir saat parasını peşin vermişim 12 gün olmuş hâlâ daha ama gaziantep şube kargo çok istenen bi ürün ayağına yatıyorsun zannedersin ki çinden gemiyle geliyornetice mağazadan elimde çıkıp gidemeyeceğim ürünü almam bir daha buradan,
Kış,Sabah,normalde verdiği 18 indirim üzerinden de indirim yapmış worldcarda indirimi 25e çıkarmış gün itibariyle sepetimde duran kasa anakart işlemci ram kombinasyonunda yaklaşık indirimli fiyat üzerinden de 6070 lira bir indirim görünce acilen aldırdı bana sağolsunumarım diğer bir kısım sözlükçülerin yaşadıkları gibi kötü tecrübelere vesile olmaz şahsım için de bismillahek 2 günü haftasonu olmak üzere 6 günün sabahı haftasonu hariç 4 elimdeydi 4 parçalık kargom teşekkürler hepsibur vatan bilgisayar,
Kış,Gece,mağazadan alışverişte bu kadar iyi olup internetten siparişte ve kargo işlerinde devlet bürokrasisinden ödün vermeyen başka şirket görmedim evime gelip geri dönen kargoyu şubeden alabilmek için kredi kartı sahibinin kimlik fotokopisini ve kredi kartı bilgilerini fakslamasıyla birlikte yüce vatanbilgisayarımızın da ups e tamamdır şubeden teslim alabilecek kadar kalender çocuktur demesiyle birlikte ta şehrin dışındaki merkezine gidipankara için almanız gerekiyor bu sadece cümlesi,
Kış,Sabah,kesinlikle ama kesinlikle çağrı merkezi çalışanı almaları ve dahili hat sayılarını artırmaları lazımher aradığımda sıram ya 15 ya 20 en fazla 23 gördüm tahmini bekleme süreniz de 32 dakika falan diyor yahu nabıyorsunuz abicim siz kimse mi şikayet etmiyor bu durumdan,
Yaz,Öğlen,bu sadece bana mi oluyor bilmiyorum ama garanti kapsamında müşteri hizmetlerine verdigim ürün 6 gün olmasına rağmen bırakın tamir edilmeyi daha servise bile gönderilmemiş müşteri hizmetlerini aradığımda ise bana yasal süre icinde yapılacak olduğunu söylüyorlar o ayrı mesele ne yani ben 30 iş gunü bekleyecek miyimbkz vatan bilgisayar bursa şubesi,
Yaz,Öğlen,dün verdiğim siparişi 24 saat dolmadan elime ulaştıran şirket,
Yaz,Öğlen,her turlu elektronik cihazın üstelik de her çeşidini bulabileceğiniz ayrıca satış sonrası da güzel hizmet veren elektronik mağazası,
Yaz,Sabah,müşteri destek hattının rezalet olduğu bir firmadırgeçen ay web sitesinden aldığım ürünler 10 gün boyunca elime ulaşmayınca 3 kere arayıp bekleme süresinin tahmini 30 dakika olduğunu duyunca vazgeçtiğim en sonunda mecbur kalıp tam 27 dk telefon başında bekleyerek sorduğum sorulara robotvari cevaplar verilerek beni hayal kırıklığına uğratan şirketaldığım ürünlerin arızalı çıkmaması benim için büyük şanstı zira bu müşteri hizmetleriyle sorun çözmeye çalışmak sinirlerimi hoplatmama sebep olabilirdi,
Yaz,Gece,an itibariyle şuradaki televizyonu8 indirimle 3999 tlye kampanya tabıya da haftasonuna özel 18 indirimle kdv bizden 4066 tlye ödeme seçenekleri tabıalabildiğiniz bir garip kumpanyacı dükkanedit,
Yaz,Akşam,34 yıl önce kumandalı helikopter sormak için ankarasöğütözündeki şubesine gittim kumandalı helikopter var mı dedim çalışan kişi aşağılar bir şekilde oyuncak satmıyoruz beyefendi dedi ben de sorduğum şeyin oyuncak sınıfına pek girmediğini kumandalı falan olduğunu anlatmaya çalışırken eleman lafı ağzıma tıkıp oyuncak satmıyoruz beyefendi dedi adam bana karizmasını yaptı konseptini öğrenmiş oldum mağzanın oyuncak satmıyorlarmışçıktım gittim ben de bir daha içeri adım atmamak üzere,
Yaz,Öğlen,an itibarı ile internet sitesi mefta olmuş firmadır,
Yaz,Öğlen,siteleri iki gündür yok yok mu şunun betası girelim sözlük gibi,
Yaz,Akşam,internet üzerinden yaklaşık aynı zamanda aldığım ürünleri 2 parçaya bölerek birini topkapı şubesinden evime ereğli gönderirken diğerini sivas şubesinden antalya özdilek markete gönderen firma isimleri yanlış yazmalarına falan alışmıştım da bu kadar geniş bir hayal dünyaları olduğu için kendilerine laflar hazırladım,
Yaz,Akşam,en pahalısı başka yerde 800 lira olan canon ixus 300ü ki o makine hayatta 800 bile etmez indirimli olarak 1300 liraya oha satmakta olan tekno market bahsettiğim kompakt bir makine,
İlkbahar,Öğlen,vatan bilgisayar çağrı merkezi her ne kadar hizmet saatleri sınırlı olsa da çoğu bankanın çağrı merkezinden kullanışlıhaftaiçi 0900  haftasonu 1000 saatlari arasında hizmet veriyor,
İlkbahar,Gece,sony ps3 320gb fiyatını 799 tl ye düşürmüşleryanına gt 5 de veriyorlariyiymiş diyoruzdevamını bekliyoruz,
İlkbahar,Gece,sahiplerinden hasan vatanın verdiği bir konferansta anlattıklarına göre neredeyse bedavadan kurulmuş ve büyütülmüş şirkettir bu başarısına şaşırmamak lazım yaptıgı tek konuşmayla konferans sonrası bır evlilik bir de beni evlatlık alır mısınız teklifi almıştır,
İlkbahar,Akşam,kampanyalı ürünlerde teslimi 10 güne kadar uzatabilen firmaucaza vereyim ama acı çektireyim mantığındalar sanırsam,
İlkbahar,Gece,internet mağazasında bugüne özel her üründe 25 indirim varmışbüdüt worldcardı olanlar için,
İlkbahar,Öğlen,iş yerime yakın olan teknoloji adası,
İlkbahar,Sabah,su an internet uzerinden tum urunlerde worldcarda yaptigi 25 indirim sayesinde baya ucuza yeni bir bilgisayar topladigim firmalakin kampanyada alinan urunler 10 isgunu icinde kargoya verilir diyorumarim o kadar surmezbekleyelim gorelimedit  bugun halen topkapi subesinde siparis hazirlaniyor ibaresi varken biraz once bursa subesinden kargoya verilmeye hazir hale gelmismadem topkapida urunler elinizde yoktu niye 1 hafta beklediniz o zaman diye sormazlar mi adamaedit 3  bugun sali itibariyle kargo elime ulastibursadan gonderdikleri icin kargo cok olacak diye beklerken adam kargo odenmis dedinasil olduysa odemisler oradanparcalari alirken kar ettigim 220 tl ile yanima kaldiiyi guzel oldu cok iyi de guzel oldu tamam mi,
İlkbahar,Akşam,kampanyalarında ne hikmetse bir türlü maximum karta süper avantajlar dönemini başlatmamış bilişim marketi senelik kart aidatı yüzünden delikanlılık yaptık tüm kartları iptal ettik bir maximum kart kaldı vatan bilgisayarda da ne hikmetse bir türlü yıldız olamadı gitti be kardeşim hayır başka kart alayım diyorum bu sefer de bunca zaman bekledik boşa gitmesin serde erkeklik var diye dürtüyo içimden prensip sahibi bir ses arada kaldım yani anlayacağınız,
İlkbahar,Gece,gün itibariyle tüm ürünlerde 25 indirim yapan teknoloji firmasıbu kez mağazalarda da geçerliymiş,
İlkbahar,Gece,yarin 25indirimin gözümü bürüdğü kan ile harici disk için saldıracagım firma,
Kış,Sabah,bornova mağazasında üst kattaki elemanların oem parçalar hakkında çok geniş bilgiye sahip olup çok sabırlı alaka gösterdikleri elektronik mağazasıbkz iyi değil geniş,
Kış,Akşam,yakında izmir balçovaya açılacak olan teknoloji mağazası kaynak iş ilanları,
Kış,Sabah,bir usb bellek ve dizüstü bilgisayar faresi için hazırladığı küçük paketi 9 buçuk liraya kargolatan şirket oha ama ohahepsiburadada gittigidiyorda falan 45 lira tutar normalde kargolar sipariş verirken kargo bedelini göstermemesinden kıllanmalıydım aslında ya en fazla 5 lira tutar dedim şaka gibi gibi bir bedele geldi 75 liranın altında alışveriş yapmamızı istemiyorlar anlaşılan en mantıklısı zaman varsa şubeye gidip almak,
Kış,Öğlen,sitesinde dev bannerlar ile 75 tl üzeri kargo ücretsiz dese de 75 tlnin üzerindeki siparişlere de kargo ücreti ödemek zorunda kaldığınız kargo ücretinin ne kadar olduğunu ise hiç bir yerde belirtmeyen şirket şöyle ki siparişinizi sonlandırmadan önceki sözleşme zımbırtısında işlemin zart card ile yapılması durumunda kargo ücreti alıcıya aittir işlemin zort card ile yapılması durumunda kargo alıcıya aittir işlemin cort kampanyasından yararlanılarak yapılması durumunda kargo ücreti alıcıya aittir gibi ibareler var imiş 35 liraya tamah etmesi ve bunu sinsice bir yoldan yapması üstüne üstlük fiili olarak tüketiciyi kandırması ne kadar güvenilir bir firma olduğunu gösterebilir,
Kış,Öğlen,benim için çok stres yaratmamış paramın çöpe gitmediği hatta çalışanlarından birinin kıyak geçtiği firma şöylekibursa mağazasından 5 adet oem ürünü aldım ve eve getirip kasaya kendim taktım fakat makinayı çalıştıramadım ertesi akşam kasayı götürüp parçaları taktığım halde çalışmadığını söyleyerek kasayı teslim ettim yarına hallolur dediler ertesi akşam aradığımda işlemin bitmediğini ve mesaj ile bilgilendirme yapacaklarını söylediler yarın akşamı beklemeden telefonu kapatıp vatan bilgisayara gittim zamanım varsa yarım saate halledeceklerini söylediler bekledim kasayı çalışır halde teslim ettilersadece yeniden format atmam gerekti yeni anakart olduğu için tamiri yapan arkadaşparçaları sizmi taktınızevet problem neymiş pekiişlemci fanını takarken anakartı yamultmuşsunuzsonrasında benim yamulttuğum anakartı tamir için istanbul a gönderdiler banada yenisini verdiler,
Kış,Akşam,çok severim bu mağazayı casper marka bir laptop aldım aletin kulaklık jackin de bozukluk var 2 hafta boyunca her şeyi denedim düzelmedi bugün götürdüm servise verdim yok sesi düzgün dedi sorun şu harici hoparlör veya kulaklıkta ince tiz dit sesi geliyor adam gürültülü bir ortamda ses gelmiyor ki diyor tabi ki gelmez ben evde sesi sistemine bağlayacağım bağlayamıyorum hadi benim hoparlörde sorun diyeceğim benim kendi bilgisayarlarımda neden böyle bir sorun yok en kötüsü bilgisayar lazım ve  bu yüzden de casperın kendi servisine veremiyorum o da iki hafta sürecek ve işler yarım kalacak yarın yeniden gideceğim kendi hoparlörümle o zaman da yine bir şey bulacaklar vaktiyle ram aldım 4 tane 1 i bozuktu adam zaten tehdit ettiydi bir daha ürün getirirsen ne kadar zorluk çıkarabiliyorsam çıkaracağım diye anlayacağınız adamın ayıplı malını düzeltmeye niyeti yok işte bu anlattıklarımdan sonra anlayacağınız artık kimseye tavsiye etmediğim müşteri hizmeti ve teknik servis olarak berbat bir kurum görünümünde bilgisayar bakkalı,
Kış,Sabah,yeni mağazasını izmir balçovada 4 mart cuma günü palmiye alışveriş merkezi içinde açacak olan teknoloji marketiedit açılış tarihi net olmamakla birlikte 18 mart olarak değiştirilmiştir,
Kış,Akşam,musteri hizletleri calisanlarinin cok calismaktan midir nedir cok kolay sinirlenip musteriyi azarlamaktan cekinmedigi kurum sikayet yazarsin adamlara cevabinda sana resmen yalan yazmissin birader biz inceledik kayitlari yok oyle bisey yazan firma ulen arkadas sucum bunca zaman alis verisinden hosnut oldugum firmadan alisveris yapmak sonuc hasiktir diyorum,
Kış,Akşam,teknik servisi insanı canından bezdiren kurum benim canım fena yandıktan sonra arkadaşın birine oradan bilgisayar almak zorunda kaldık satan adama sizin teknik servisiniz hala eskisi kadar iğrençmi diye sordum adam cevap vermeye tenezzül bile etmedi,
Kış,Öğlen,satış elemanlarının kullandığı bilgisayarlardaki satış yazılımının ne olduğunu çok merak ediyorumdizüstü bilgisayar almaya gittik internetten fiyatlarına bakmıştık önceden belirli bir modeli almak için gittik yani mağazaya lakin mağazada farklı fiyat söylediler sonra o fiyatın internetten satışa özel fiyat olduğunu söylediler peki dedik alıyoruz ama bu sırada eleman indirim yapabileceğini söyledi sonra o programdaki ilgili kutucuğa kendi fiyatını bizim söylediğimizden pahalı olan fiyatı yazdı ve bir popup fışkırdı aynen şöyle yazıyordu  müşteriyi kazıklama ,
Kış,Öğlen,bazen otu boku bahane edip tüm ürünlere 20 indirim uyguluyorlar böyle anları yakalayıp değerlendirmek lazım yanarım yanarım geçen hafta 52 tl ye sennheiser cx200 street ii almadığıma yanarım,
İlkbahar,Öğlen,muhteşem kampanyalar yapan firma mesela şu dualshock fiyatına bakar mısınız insanın pijamayla vatan bilgisayara koşası geliyor,
İlkbahar,Öğlen,o kampanya gercekten gercek mi diye tekrar tekrar sorduran inanilmasi mümkün olmayan fiyatlara sahip ödeme secenekleriyle ve web arayüzüyle beni benden alan firma  yahu gercekten nasil olur da sony ps3 dualschock wireless controller icin 500tl fiyat cekerler beynim almiyor biri anlatabilir mi,
İlkbahar,Akşam,internet sitesi satışlarını artırmak için uygun promosyonlar yapan ancak ürünleri 1 haftadan önce yollayamayan firmadır kendilerionline alışveriş yaparken iki kere düşünülmelidirürün halen tedarik aşamasında gözüküyorcanını yediğimi amerikadan alsam dhlle şimdiye elimdeydi,
İlkbahar,Akşam,bir keresinde sahibinin çalışanlarına bugün vatan için ne yaptın diyerek takıldığını gördüğüm teknoloji marketler zinciri,
İlkbahar,Gece,cazip yüzdeli indirimleri sebebiyle bana ikinci defa laptop satın aldırtan teknoloji ürünleri satışı yapan firma bu firmadan aldığım ilk laptop iyiydi hoştu fakat çok sorun çıkarttığından bir daha asla burayı tercih etmem diyordum fakat kalitefiyat paritesindeki cazip önerileri sonunda gene laptop alışverişimi buradan yaptım memnun musun dersen elbette derim,
İlkbahar,Sabah,cumartesi öğle vakti sipariş vermiştim şimdi girip sipariş tedarik edildi mi diye bakayım dedim ulan adamlar gönndermiş bile cumartesi ups kargoya vermişler ups de paketi alıp getirmiş bile her an kargo gelip siparişi teslim edebilir yıllardır internetten alışveriş yaparım ben böyle bir şey görmedim hacı,
